Time (s),ESC signal (µs),Servo 1 (µs),Servo 2 (µs),Servo 3 (µs),AccX (g),AccY (g),AccZ (g),Torque (N·m),Thrust (N),Voltage (V),Current (A),Motor Electrical Speed (RPM),Motor Optical Speed (RPM),Electrical Power (W),Mechanical Power (W),Motor Efficiency (%),Propeller Mech. Efficiency (N/W),Overall Efficiency (N/W),Vibration (g),App message,Unnamed: 21
67.534,1236,,,,-0.03125,-0.009765625,-1.0234375,0.0195647068159019,,22.20400047302246,0.2392578125,892,0,5.312480581924319,1.8277949379262928,34.40567753123378,0.3138311661136713,0.1079757390055803,0.11328125,,
67.53999500000005,1236,,,,-0.0625,-0.0234375,-0.97265625,,,22.20400047302246,0.2490234375,892,0,5.529316524043679,,33.05622849935266,,,0.11328125,,
67.54500000000006,1236,,,,0.0,-0.078125,-1.08984375,0.0305352238422668,0.573619016786074,22.20400047302246,0.2685546875,892,0,5.962988408282399,2.852668733194277,47.83958206646874,0.2010815381790804,0.0961965674776988,0.11328125,,
67.55000000000005,1236,,,,,,,,,22.20400047302246,0.2490234375,892,0,5.529316524043679,,51.591630275360224,,,,,
67.556,1236,,,,-0.0625,0.0625,-1.080078125,,0.5014491906951172,22.200000762939453,0.3076171875,892,0,6.829101797193289,,41.77214004451384,,0.0734282787966653,0.115234375,,
67.56199500000005,1236,,,,-0.125,-0.078125,-0.9296875,0.0252006289105495,,22.20600128173828,0.2783203125,892,0,6.180381216108799,2.354292357225236,38.09299580240959,0.2129935940862179,0.0811356408546643,0.115234375,,
67.56700000000006,1236,,,,0.0,0.0078125,-0.9609375,,0.5014491906951172,22.200000762939453,0.2587890625,892,0,5.745117384940386,,40.98523280549845,,0.0872826710224512,0.115234375,,
67.57299499999999,1236,,,,-0.0625,-0.02734375,-1.171875,0.0236409050462331,,22.200000762939453,0.224609375,892,0,4.986328296363354,2.209120259251743,44.30354617570821,0.2269904449950426,0.1005648166128242,0.115234375,,
67.57900000000006,1236,,,,0.0,0.02734375,-1.10546875,,0.5290018163796336,22.20400047302246,0.2587890625,892,0,5.746152466163039,,38.44694716783256,,0.0920619178649938,0.115234375,,
67.585,1236,,,,0.0,-0.0390625,-0.951171875,0.0086960729414162,,22.20400047302246,0.2392578125,892,0,5.312480581924319,0.8126576519417581,15.29714112662963,0.650952852182762,0.0995771764662178,0.115234375,,
67.59099500000005,1236,,,,-0.125,0.03125,-1.03515625,,0.5472914298410405,22.20199966430664,0.244140625,892,0,5.420410074293613,,14.993991832355064,,0.1009686393353483,0.115234375,,
67.59600000000006,1236,,,,0.0,0.04296875,-1.06640625,0.0234684079011224,,22.20400047302246,0.2490234375,893,0,5.529316524043679,2.193451036346355,39.66947862015771,0.2495115782263675,0.0989799421793269,0.115234375,,
67.601995,1236,,,,-0.0625,-0.0625,-1.078125,,0.5472914298410405,22.20400047302246,0.224609375,893,0,4.987226668745279,,43.98249844306456,,0.1097386315466451,0.115234375,,
67.61000000000006,1236,,,,-0.0625,-0.0546875,-0.97265625,0.0234684079011224,,22.20800018310547,0.2587890625,893,0,5.747187547385693,2.1935389663955376,38.16717217438545,0.24950157632274,0.0952276962129059,0.115234375,,
67.61700000000006,1236,,,,0.0,-0.056640625,-1.06640625,,0.5325479811518219,22.20400047302246,0.2490234375,893,0,5.529316524043679,,39.704820652702,,0.0963135278720417,0.115234375,,
67.623,1236,,,,-0.0625,0.05078125,-1.07421875,0.0312088563398312,,22.202667236328125,0.2294921875,894,0,5.095338672399521,2.9204923245649783,57.31694225517784,0.1823487008243199,0.1045166995545424,0.115234375,,
67.62899500000006,1236,,,,-0.0625,-0.0390625,-0.9609375,,0.483782842557307,22.200000762939453,0.2197265625,894,0,4.877929855138063,,59.88141442842807,,0.0991779006513848,0.115234375,,
67.635,1236,,,,-0.03125,-0.048828125,-0.935546875,0.0170519873662647,,22.200000762939453,0.2392578125,894,0,5.311523620039225,1.5955984494191349,30.04031542661862,0.3031983659381371,0.0910817454961697,0.115234375,,
67.63999500000006,1236,,,,0.0,-0.05078125,-1.08984375,,0.483782842557307,22.20400047302246,0.2587890625,893,0,5.746152466163039,,27.754657676806872,,0.0841924827797599,0.115234375,,
67.645,1236,,,,-0.125,-0.046875,-1.00390625,0.0066767885240334,,22.20400047302246,0.2392578125,893,0,5.312480581924319,0.6243496703491231,11.752507340421513,0.7748588099466536,0.0910653385168832,0.115234375,,
67.65099500000005,1236,,,,-0.125,0.0546875,-1.0234375,,0.5491612258118307,22.200000762939453,0.2392578125,893,0,5.311523620039225,,11.75292860158794,,0.1033905269177312,0.115234375,,
67.65799500000006,1236,,,,-0.0625,-0.08984375,-1.00390625,,,22.20800018310547,0.2392578125,893,0,5.313437543809414,,11.747870725160965,,,0.115234375,,
67.664,1236,,,,0.0,0.03125,-1.01953125,0.0071194120349839,0.5755103046645743,22.20400047302246,0.234375,893,0,5.204062610864639,0.6660722515050276,12.799082203862294,0.8640358510119233,0.1105886588418572,0.115234375,,
67.67000000000006,1236,,,,0.0,-0.03515625,-1.060546875,,,22.200000762939453,0.2392578125,894,0,5.311523620039225,,12.543698496810183,,,0.115234375,,
67.67599500000006,1236,,,,-0.0625,-0.0234375,-0.94140625,0.0129011890458102,0.5755103046645743,22.20400047302246,0.224609375,894,0,4.987226668745279,1.2075251702555598,24.21235789869076,0.4766031539887269,0.1153968614001988,0.11328125,,
67.68200000000006,1236,,,,-0.125,-0.0078125,-1.0390625,0.0308877249976849,,22.20400047302246,0.2392578125,893,0,5.312480581924319,2.8899660695575093,54.39956014880506,0.1991408517653261,0.1083317474369213,0.11328125,,
67.688,1236,,,,0.0625,0.0390625,-1.046875,,,22.20600128173828,0.2587890625,893,0,5.746670253574848,,50.262337732975816,,,0.11328125,,
67.69399500000006,1236,,,,0.0,-0.0859375,-1.001953125,,0.4851368327430516,22.20800018310547,0.2392578125,893,0,5.313437543809414,,54.34252081048135,,0.0913037612173075,0.11328125,,
67.69999500000006,1236,,,,,,,0.0155737618205674,,22.20600128173828,0.2294921875,893,0,5.096103809773922,1.4556372645037003,28.56372866094101,0.3332814050404645,0.09519759621313,,,
67.70499500000005,1236,,,,-0.09375,-0.0390625,-0.982421875,,0.4851368327430516,22.200000762939453,0.2294921875,893,0,5.094726737588644,,28.58141985389984,,0.0952233275170061,0.11328125,,
67.71,1236,,,,0.0625,0.01953125,-1.09765625,0.0155737618205674,,22.20400047302246,0.2587890625,893,0,5.746152466163039,1.457030056101209,25.35662018509113,0.3329628175558739,0.0844281170052208,0.115234375,,
67.71599500000005,1236,,,,-0.0625,0.05859375,-1.0390625,,0.5433584107300682,22.20400047302246,0.2490234375,894,0,5.529316524043679,,26.36082263907159,,0.098268639237296,0.11328125,,
67.722,1236,,,,0.0,-0.015625,-1.03125,0.0048803183200385,,22.20199966430664,0.244140625,894,0,5.420410074293613,0.4568395422062375,8.428136173180086,0.0,0.1002430449509631,0.11328125,,
67.726995,1236,,,,-0.0625,-0.0625,-1.07421875,,0.5488818310115976,22.200000762939453,0.2392578125,894,0,5.311523620039225,,8.60158600286484,,0.1033379252877245,0.11328125,,
67.73200000000006,1236,,,,0.0625,0.0234375,-1.0625,0.0216568900776846,,22.200000762939453,0.263671875,893,0,5.853515826165676,2.025617950726694,34.60515032131667,0.2709700665985337,0.0937695988721945,0.11328125,,
67.73799500000005,1236,,,,-0.03125,-0.041015625,-1.005859375,,,22.20400047302246,0.2490234375,893,0,5.529316524043679,,36.62000360574893,,,0.11328125,,
67.74299500000005,1236,,,,-0.0625,-0.01171875,-1.03515625,,0.5433584107300682,22.20400047302246,0.2490234375,893,0,5.529316524043679,,36.6123079269807,,0.098268639237296,0.111328125,,
67.748,1236,,,,,,,0.0284375318407176,,22.20400047302246,0.244140625,893,0,5.420898552983999,2.657937271531705,49.03130441481166,0.2044286058026282,0.1002340120220419,,,
67.75399500000006,1236,,,,-0.0625,-0.03515625,-1.0078125,,0.4913479940713084,22.200000762939453,0.2294921875,892,0,5.094726737588644,,52.16669844724024,,0.0964424628402868,0.111328125,,
67.76,1236,,,,-0.03125,-0.037109375,-0.951171875,0.0274392012095166,,22.200000762939453,0.2587890625,893,0,5.745117384940386,2.564579449926568,44.63928720845761,0.1915900847155962,0.0855244481791222,0.111328125,,
67.76600000000006,1236,,,,-0.0625,-0.09375,-1.015625,,0.4913479940713084,22.20600128173828,0.2685546875,893,0,5.963525734841824,,43.00559669124764,,0.0823921981589873,0.111328125,,
67.77199500000005,1236,,,,0.0625,-0.1171875,-1.0703125,0.0213147883471851,,22.20800018310547,0.3076171875,893,0,6.831562556326389,1.9922409077509025,29.16230205498128,0.2466308126490611,0.0719232225453742,0.111328125,,
67.777,1236,,,,0.0,0.0,-1.1328125,,0.5145162705829378,22.196001052856445,0.2587890625,893,0,5.744082303717732,,34.683569295936984,,0.0895732761784991,0.111328125,,
67.78299500000006,1236,,,,-0.09375,-0.001953125,-0.947265625,,,22.200000762939453,0.2294921875,893,0,5.094726737588644,,39.13111214686607,,,0.111328125,,
67.789,1236,,,,0.0,-0.125,-1.08203125,0.0055683797199818,0.5425632101447898,22.20400047302246,0.25390625,893,0,5.637734495103359,0.5209983492648358,9.24127146670968,0.0,0.0962378080443539,0.111328125,,
67.793995,1236,,,,0.0,0.02734375,-1.0859375,,,22.20400047302246,0.2490234375,894,0,5.529316524043679,,9.423833072994132,,,0.111328125,,
67.80000000000005,1236,,,,-0.125,0.078125,-1.05078125,0.0182052359570997,0.5425632101447898,22.20400047302246,0.2392578125,894,0,5.312480581924319,1.7037465575666118,32.07064066010139,0.3184530044889479,0.102129918740947,0.11328125,,
67.81100000000006,1236,,,,0.0625,-0.05078125,-0.98828125,,,22.20400047302246,0.234375,893,0,5.204062610864639,,32.716037399003135,,,0.111328125,,
67.818,1236,,,,0.0,-0.052734375,-1.0234375,0.017636476682267,0.5265732308083776,22.20400047302246,0.2587890625,893,0,5.746152466163039,1.6489847034866756,28.6971971801468,0.3193317862166769,0.0916392723494846,0.111328125,,
67.82400000000005,1236,,,,-0.1875,0.16015625,-1.04296875,,,22.20199966430664,0.2294921875,893,0,5.095185469835997,,32.36079233830151,,,0.11328125,,
67.82999500000005,1236,,,,0.0,-0.06640625,-0.9140625,0.0166097696801377,0.4901444472395354,22.200000762939453,0.224609375,893,0,4.986328296363354,1.5541075980707435,31.16737418200464,0.3153864300309688,0.0982976687670182,0.11328125,,
67.83600000000006,1236,,,,-0.125,-0.06640625,-0.95703125,,0.4901444472395354,22.20400047302246,0.2197265625,894,0,4.878808697685599,,31.86997822000864,,0.1004639611042854,0.11328125,,
67.84299500000006,1236,,,,-0.0625,-0.0390625,-1.0078125,0.0166097696801377,,22.20600128173828,0.2490234375,894,0,5.529814772307873,1.555248532089885,28.12478529802185,0.3151550617963918,0.0886366844860832,0.11328125,,
67.84799500000005,1236,,,,0.0,0.02734375,-1.033203125,,,22.20400047302246,0.2294921875,894,0,5.095644639804959,,30.52504484476068,,,0.11328125,,
67.85399500000005,1236,,,,0.0,-0.0234375,-1.0390625,0.0220272461806885,0.5550070247090135,22.20400047302246,0.244140625,894,0,5.420898552983999,2.0627123466367605,38.05111507761597,0.2690666130029953,0.1023828465492133,0.11328125,,
67.858995,1236,,,,-0.0625,-0.0234375,-1.01171875,,,22.20400047302246,0.2587890625,894,0,5.746152466163039,,35.89667774979065,,,0.11328125,,
67.86500000000005,1236,,,,0.0625,0.015625,-1.09375,0.0160119364750505,0.5797871942989103,22.20400047302246,0.2587890625,894,0,5.746152466163039,1.4993746774040868,26.093541482467582,0.3866859985275419,0.1009000714326781,0.11328125,,
67.871,1236,,,,-0.125,-0.01171875,-1.00390625,,,22.20400047302246,0.25390625,894,0,5.637734495103359,,26.595234608190804,,,0.11328125,,
67.87699500000005,1236,,,,-0.125,0.03125,-0.9921875,,0.5797871942989103,22.20400047302246,0.2392578125,894,0,5.312480581924319,,28.22102536662796,,0.1091368119577947,0.11328125,,
67.882995,1236,,,,0.0625,-0.08203125,-1.052734375,0.0230485812343855,,22.20800018310547,0.234375,894,0,5.205000042915344,2.1580021349743417,41.46017516198972,0.2686684989335304,0.1113904302629302,0.11328125,,
67.88999500000006,1236,,,,-0.0625,0.109375,-1.0546875,,0.4817840951402555,22.20400047302246,0.2197265625,894,0,4.878808697685599,,44.23114208411426,,0.0987503558745403,0.11328125,,
67.895,1236,,,,-0.0625,-0.015625,-1.01171875,,,22.200000762939453,0.2392578125,894,0,5.311523620039225,,40.62742639158608,,,0.11328125,,
67.90000000000006,1236,,,,-0.125,-0.140625,-0.87890625,0.0190513761145898,,22.20800018310547,0.2294921875,893,0,5.096562542021275,1.782333241201651,34.97128165319807,0.270310895854378,0.0945311847285174,0.11328125,,
67.90599500000005,1236,,,,0.0,0.00390625,-0.98828125,,0.4817840951402555,22.20400047302246,0.2587890625,893,0,5.746152466163039,,31.003304906578705,,0.08384464178027,0.11328125,,
67.91100000000006,1236,,,,0.0,-0.078125,-1.06640625,0.0190513761145898,,22.20400047302246,0.234375,893,0,5.204062610864639,1.7811367164759435,34.22588945716034,0.2704924842004751,0.0925784586323815,0.11328125,,
67.916,1236,,,,-0.125,0.015625,-1.125,,0.534783139553686,22.20400047302246,0.2490234375,893,0,5.529316524043679,,32.20859929615883,,0.0967177656095893,0.11328125,,
67.92200000000005,1236,,,,-0.25,0.13671875,-1.0546875,0.0042785686488627,,22.20400047302246,0.2880859375,893,0,6.396660292521119,0.4002111474722579,6.256564037646002,0.0,0.0836034923065941,0.11328125,,
67.92799500000005,1236,,,,-0.0625,-0.0703125,-0.94140625,,0.5403495436506358,22.20199966430664,0.25390625,894,0,5.637226477265358,,7.1021801484603975,,0.0958537936749281,0.11328125,,
67.933,1236,,,,0.03125,0.00390625,-1.076171875,,,22.20400047302246,0.2392578125,894,0,5.312480581924319,,7.537744677141113,,,0.11328125,,
67.93899500000005,1236,,,,-0.0625,-0.05078125,-1.078125,0.020885446347351,0.5403495436506358,22.200000762939453,0.2197265625,894,0,4.877929855138063,1.9548762776026487,40.07594073013415,0.2764111211750394,0.110774357093608,0.11328125,,
67.94399500000006,1236,,,,-0.0625,-0.05078125,-0.9453125,,,22.20199966430664,0.2392578125,894,0,5.312001872807741,,36.80274658560651,,,0.11328125,,
67.94900000000005,1236,,,,0.0,-0.109375,-0.921875,0.0240011605393113,,22.20400047302246,0.2587890625,893,0,5.746152466163039,2.2452954843579302,39.07476346267598,0.240658544683777,0.0940367570879042,0.11328125,,
67.95499500000005,1236,,,,0.0625,0.046875,-1.05859375,,0.5042431386974473,22.200000762939453,0.2392578125,893,0,5.311523620039225,,42.257004793146855,,0.0949338033243507,0.11328125,,
67.96,1236,,,,-0.125,0.1015625,-1.0625,0.0294066092332797,,22.20400047302246,0.21484375,893,0,4.770390726625919,2.749561281083736,57.63807282571361,0.1833903983761003,0.105702691371383,0.11328125,,
67.96599500000005,1236,,,,0.0,-0.14453125,-1.0078125,,0.495302505089991,22.200000762939453,0.2392578125,893,0,5.311523620039225,,51.76160190599573,,0.0932505511641372,0.11328125,,
67.972,1236,,,,-0.25,0.0390625,-0.94921875,0.0193012874137678,,22.20400047302246,0.2490234375,894,0,5.529316524043679,1.806140852047031,32.6648120828896,0.2742324910754488,0.0895775278800223,0.115234375,,
67.97800000000005,1236,,,,0.09375,-0.0390625,-1.037109375,,0.495302505089991,22.20400047302246,0.2490234375,894,0,5.529316524043679,,32.67628840941822,,0.0895775278800223,0.115234375,,
67.983995,1236,,,,0.0,-0.05859375,-1.02734375,0.0051309351476846,,22.200000762939453,0.244140625,894,0,5.419922061264515,0.4803842212584595,8.863304966905403,0.0,0.0913855401408544,0.115234375,,
67.98900000000006,1236,,,,0.0625,-0.0859375,-1.11328125,,,22.20400047302246,0.2294921875,894,0,5.095644639804959,,9.428044755095687,,,0.115234375,,
67.99400000000006,1236,,,,-0.125,0.00390625,-1.0390625,,0.5503432807358933,22.20400047302246,0.2197265625,894,0,4.878808697685599,,9.84185841564312,,0.1128027997894166,0.115234375,,
68.0,1236,,,,0.0,0.05859375,-1.03515625,0.0108048022816214,,22.20800018310547,0.2587890625,893,0,5.747187547385693,1.0100684121671837,17.575003492389044,0.5448574315427677,0.0957587126221826,0.115234375,,
68.01,1236,,,,0.0,0.01171875,-1.01953125,,0.5503432807358933,22.20400047302246,0.2294921875,892,0,5.095644639804959,,19.811728421090503,,0.1080026806494414,0.115234375,,
68.01499500000006,1236,,,,-0.03125,-0.037109375,-1.052734375,0.0116272907118934,0.5477642518106657,22.202667236328125,0.2457682341337204,892,0,5.456710319730973,1.0862374619777055,19.906452758724768,0.5042767083482417,0.100383604720595,0.11328125,,
68.02,1236,,,,-0.0625,0.0078125,-1.03515625,,,22.20400047302246,0.2197265625,892,0,4.878808697685599,,22.269533606485155,,,0.11328125,,
68.02599500000005,1236,,,,0.0625,-0.05859375,-1.0859375,0.0303478636910796,0.4908321882862628,22.200000762939453,0.2490234375,892,0,5.528320502489805,2.8361935543096823,51.30298710127855,0.1730601874968753,0.0887850456689704,0.11328125,,
68.03099500000005,1236,,,,-0.125,0.05078125,-0.98828125,,,22.200000762939453,0.224609375,892,0,4.986328296363354,,56.882869282774365,,,0.11328125,,
68.03600000000006,1236,,,,-0.125,-0.07421875,-0.95703125,0.013596461865653,,22.200000762939453,0.2294921875,893,0,5.094726737588644,1.270792243293414,24.943285650976552,0.3862410955658739,0.0963412197684572,0.11328125,,
68.041995,1236,,,,-0.03125,-0.005859375,-1.025390625,,0.4908321882862628,22.20800018310547,0.2392578125,893,0,5.313437543809414,,23.92834275580028,,0.09237563897935,0.11328125,,
68.04700000000005,1236,,,,-0.1875,0.0390625,-0.9609375,0.0110186370656069,,22.20400047302246,0.2490234375,894,0,5.529316524043679,1.0310120097354585,18.64628304876753,0.4760683519217228,0.0887690524049271,0.11328125,,
68.05299500000005,1236,,,,-0.0625,-0.0234375,-1.01171875,,0.545292682423989,22.20400047302246,0.224609375,894,0,4.987226668745279,,20.681045491320987,,0.1093378582211458,0.11328125,,
68.05900000000005,1236,,,,-0.0625,-0.08984375,-1.06640625,0.0051765961474442,,22.20400047302246,0.2490234375,894,0,5.529316524043679,0.484651498558003,8.765124883890161,0.0,0.0986184603563276,0.11328125,,
68.065,1236,,,,0.0,0.015625,-1.05078125,,0.5582093189578381,22.20400047302246,0.2392578125,894,0,5.312480581924319,,9.123718005020994,,0.1050750794002225,0.11328125,,
68.070995,1236,,,,-0.0625,0.06640625,-1.05078125,0.0181155651749021,,22.20400047302246,0.263671875,893,0,5.854570437222719,1.6943873619102736,28.9412755398337,0.3294461063074183,0.0953459053816833,0.11328125,,
68.07600000000006,1236,,,,0.0,0.0546875,-1.109375,,,22.200000762939453,0.2587890625,893,0,5.745117384940386,,29.47905476037334,,,0.11328125,,
68.08100000000006,1236,,,,-0.0625,-0.0859375,-0.8828125,,0.5582093189578381,22.200000762939453,0.2490234375,893,0,5.528320502489805,,30.627399049332617,,0.1009726767300187,0.11328125,,
68.08800000000006,1236,,,,0.09375,-0.080078125,-1.087890625,0.0289987257285952,,22.200000762939453,0.2392578125,892,0,5.311523620039225,2.7099232208851647,51.01969631954969,0.2059871344899231,0.1050940104741011,0.11328125,,
68.09299500000006,1236,,,,-0.1875,0.078125,-0.9765625,,0.493260773857519,22.20199966430664,0.2294921875,892,0,5.095185469835997,,53.18278093678997,,0.0968091891409393,0.115234375,,
68.099,1236,,,,0.0,-0.0859375,-0.97265625,0.0230329355325525,,22.20400047302246,0.2392578125,892,0,5.312480581924319,2.1522143516976717,40.512418229265,0.2291875683611318,0.0928494262239443,0.115234375,,
68.10500000000006,1236,,,,0.0,-0.109375,-0.87890625,,0.493260773857519,22.20400047302246,0.2685546875,892,0,5.962988408282399,,36.092238370363575,,0.0827203979086049,0.115234375,,
68.11000000000006,1236,,,,-0.03125,-0.03125,-0.99609375,0.0221024599737255,,22.200000762939453,0.2587890625,892,0,5.745117384940386,2.065217324595828,35.947347742786945,0.2388420666353127,0.0858573882494547,0.115234375,,
68.11700000000006,1236,,,,,,,,0.5374911199251751,22.20400047302246,0.2392578125,892,0,5.312480581924319,,38.874619987064285,,0.1011751688568961,,,
68.12400000000005,1236,,,,0.03125,-0.01953125,-1.005859375,0.0055560925365926,,22.2080020904541,0.2490234375,892,0,5.530313020572066,0.5191482430845152,9.387321136314512,0.0,0.0971899995399493,0.115234375,,
68.12899500000006,1236,,,,-0.0625,-0.03125,-1.015625,,0.5532876720921951,22.200000762939453,0.2392578125,892,0,5.311523620039225,,9.773990762136066,,0.1041674125301374,0.115234375,,
68.13400000000006,1236,,,,0.0625,-0.03515625,-1.078125,0.0194818378892619,,22.196001052856445,0.2294921875,892,0,5.093808835372329,1.820334949526417,35.73622427456802,0.3039482773410135,0.1086196380692706,0.115234375,,
68.13999500000006,1236,,,,0.0,0.03515625,-1.1796875,,0.5532876720921951,22.20199966430664,0.2294921875,892,0,5.095185469835997,,35.723502843226846,,0.1085902908476468,0.115234375,,
68.14600000000006,1236,,,,-0.125,-0.03515625,-0.904296875,,,22.20400047302246,0.2392578125,892,0,5.312480581924319,,34.2608839625441,,,0.115234375,,
68.152,1236,,,,0.0,0.0078125,-1.0625,0.0194818378892619,0.5273254475782356,22.20400047302246,0.2490234375,892,0,5.529316524043679,1.820065894067935,32.91665228701524,0.2897287671270174,0.0953690108506564,0.115234375,,
68.157,1236,,,,0.0,-0.046875,-1.06640625,,,22.20400047302246,0.234375,892,0,5.204062610864639,,34.97363638382061,,,0.115234375,,
68.16300000000005,1236,,,,0.0,-0.0078125,-1.0390625,0.029499262580364,0.4744768465187768,22.20800018310547,0.2392578125,892,0,5.313437543809414,2.7561278595456797,51.87089971080571,0.1721534234616349,0.0892975296325033,0.115234375,,
68.168995,1236,,,,-0.125,-0.046875,-0.96484375,,,22.20600128173828,0.2392578125,892,0,5.312959291040897,,51.88203196132122,,,0.115234375,,
68.17500000000005,1236,,,,0.0,-0.05078125,-0.91015625,0.0161413359714447,0.4744768465187768,22.20400047302246,0.2587890625,892,0,5.746152466163039,1.5083706481250505,26.2500979047682,0.3145625029952457,0.0825729650079414,0.115234375,,
68.17999500000005,1236,,,,0.1875,-0.0234375,-1.02734375,,,22.20199966430664,0.25390625,892,0,5.637226477265358,,26.75801811158287,,,0.115234375,,
68.18499500000006,1236,,,,-0.125,-0.0390625,-1.07421875,0.0060880619081336,,22.200000762939453,0.2490234375,892,0,5.528320502489805,0.5689167294598954,10.290950555483729,0.8340005170338801,0.0858265808404352,0.115234375,,
68.190995,1236,,,,-0.15625,0.048828125,-1.05078125,,0.5676657583503399,22.20400047302246,0.2294921875,892,0,5.095644639804959,,11.16412453146267,,0.1114021480061584,0.1171875,,
68.195995,1236,,,,0.0625,-0.12109375,-0.9453125,0.0079670478257205,,22.200000762939453,0.2392578125,892,0,5.311523620039225,0.744442940888982,14.015619512268769,0.7625376334047278,0.1068743733358655,0.1171875,,
68.202,1236,,,,-0.0625,0.12109375,-1.109375,,0.5695785381365505,22.200000762939453,0.2490234375,892,0,5.528320502489805,,13.46578300661275,,0.1030292179840202,0.1171875,,
68.20899500000006,1236,,,,-0.0625,-0.0078125,-1.09765625,0.0135750711109019,,22.20199966430664,0.244140625,892,0,5.420410074293613,1.268427752317211,23.400955553764295,0.4490429487182247,0.1050803408468644,0.1171875,,
68.21799500000006,1236,,,,-0.03125,-0.078125,-0.984375,,0.5695785381365505,22.200000762939453,0.2099609375,892,0,4.661132972687483,,27.215672875073167,,0.1221974445856984,0.1171875,,
68.22499500000005,1236,,,,0.0,-0.00390625,-1.02734375,0.0313840631206335,,22.202667236328125,0.2392578125,892,0,5.312161594629288,2.932854212368203,55.210184406539575,0.1942062226395599,0.1072216136482758,0.115234375,,
68.231,1236,,,,-0.125,-0.05078125,-0.99609375,0.015719068235739,0.4910041235479447,22.20199966430664,0.2587890625,892,0,5.74563467875123,1.4689748738022648,25.5667990733016,0.3342495044023725,0.0854568991940609,0.115234375,,
68.23599500000006,1236,,,,0.0625,-0.12109375,-0.95703125,,,22.20400047302246,0.2490234375,892,0,5.529316524043679,,26.56114046716312,,,0.115234375,,
68.24200000000006,1236,,,,-0.0625,0.0546875,-1.05859375,,0.4910041235479447,22.20400047302246,0.2197265625,892,0,4.878808697685599,,30.098538719142677,,0.1006401672975754,0.115234375,,
68.248,1236,,,,-0.125,-0.078125,-0.94140625,0.015719068235739,,22.20199966430664,0.2587890625,892,0,5.74563467875123,1.468353169274066,25.555978605886608,0.334391026506716,0.0854568991940609,0.115234375,,
68.25399500000006,1236,,,,-0.0625,0.078125,-1.09765625,,0.5434658702686194,22.20400047302246,0.2294921875,892,0,5.095644639804959,,28.81492001832358,,0.106653016190199,0.115234375,,
68.25900000000006,1236,,,,-0.0625,-0.03125,-1.01171875,0.0059888022519676,,22.200000762939453,0.244140625,892,0,5.419922061264515,0.5594864786278115,10.322777196860253,0.9713655128923152,0.1002718976630125,0.115234375,,
68.26400000000005,1236,,,,0.0,-0.03125,-1.0625,,0.5529438015688314,22.20400047302246,0.2197265625,892,0,4.878808697685599,,11.468547531751398,,0.1133358235241188,0.115234375,,
68.27100000000006,1236,,,,-0.09375,0.076171875,-1.091796875,,,22.20400047302246,0.2294921875,892,0,5.095644639804959,,10.981029858076798,,,0.1171875,,
68.277,1236,,,,-0.0625,-0.04296875,-0.94140625,0.0231583497255581,0.5434658702686194,22.20400047302246,0.2392578125,892,0,5.312480581924319,2.163816808285972,40.73081821039205,0.2511607582432618,0.1022998318559052,0.115234375,,
68.28299500000006,1236,,,,-0.0625,-0.07421875,-0.96875,0.0299608306067591,,22.200000762939453,0.2392578125,892,0,5.311523620039225,2.7997039977521854,52.70999807267185,0.1941154746019418,0.1023182629214413,0.115234375,,
68.28999500000005,1236,,,,0.0,-0.0625,-1.06640625,,0.5100244618714994,22.20800018310547,0.224609375,892,0,4.988125041127205,,56.12972152533815,,0.1022477298917601,0.115234375,,
68.29800000000006,1236,,,,-0.0625,0.03125,-1.0234375,0.0272015436391303,,22.20199966430664,0.2392578125,892,0,5.312001872807741,2.542027761860345,47.85442141639752,0.2006368575212749,0.0960136073148479,0.115234375,,
68.30400000000006,1236,,,,-0.03125,-0.05078125,-0.98828125,,0.5003101195864749,22.20400047302246,0.2587890625,892,0,5.746152466163039,,44.23913370989965,,0.0870687164207033,0.115234375,,
68.30900000000005,1236,,,,,,,0.0208871383852059,,22.20800018310547,0.234375,892,0,5.205000042915344,1.951810513284408,37.49876075296226,0.2563312965993703,0.0961210596467639,,,
68.31399500000005,1236,,,,-0.0625,0.046875,-1.171875,,0.5003101195864749,22.200000762939453,0.2490234375,892,0,5.528320502489805,,35.3042768892631,,0.0904994779809073,0.115234375,,
68.32,1236,,,,-0.0625,0.048828125,-1.05078125,,,22.20800018310547,0.2294921875,892,0,5.096562542021275,,38.29417243503859,,,0.115234375,,
68.32600000000006,1236,,,,0.125,-0.1015625,-1.0234375,0.0051027135152657,0.5527718663071496,22.20400047302246,0.2685546875,892,0,5.962988408282399,0.4767900473017864,7.995823816117777,0.0,0.0927004764153771,0.1171875,,
68.33100000000006,1236,,,,-0.0625,-0.01953125,-1.0546875,,,22.200000762939453,0.2392578125,892,0,5.311523620039225,,8.975794546970786,,,0.115234375,,
68.33600000000006,1236,,,,0.0,0.10546875,-1.1484375,0.0148174856471465,0.5527718663071496,22.200000762939453,0.2294921875,892,0,5.094726737588644,1.3842457778590027,27.17016729564915,0.3993307222956572,0.1084988253106542,0.1171875,,
68.342,1236,,,,-0.125,0.0234375,-1.09375,,,22.200000762939453,0.2294921875,892,0,5.094726737588644,,27.168171387970823,,,0.1171875,,
