Time (s),ESC signal (µs),Servo 1 (µs),Servo 2 (µs),Servo 3 (µs),AccX (g),AccY (g),AccZ (g),Torque (N·m),Thrust (gf),Voltage (V),Current (A),Motor Electrical Speed (RPM),Motor Optical Speed (RPM),Electrical Power (W),Mechanical Power (W),Motor Efficiency (%),Propeller Mech. Efficiency (gf/W),Overall Efficiency (gf/W),Vibration (g),App message,Thrust (N)
10.18117,1203,,,,-0.07421875,0.00390625,-1.037109375,0.022247697,11.8984875,22.1989994,0.178222656,587,0,3.95636464,1.368211427,34.58254108,8.696380738,3.007429441,0.15234375,,0.116684302
10.207135,1203,,,,-0.048828125,-0.091796875,-0.970703125,0.008494012,13.35451868,22.20050049,0.18737793,588,0,4.15988382,0.522661759,12.5643355,25.55097716,3.210310494,0.15234375,,0.130963091
10.23217,1203,,,,-0.037109375,0.021484375,-1.03515625,0.010523972,16.92539363,22.20050049,0.196533203,588,0,4.363135472,0.647691365,14.8446311,26.13188092,3.879181322,0.15234375,,0.165981411
10.25438,1203,,,,-0.0625,-0.087890625,-0.970703125,0.026775929,16.58325398,22.19999886,0.239257813,589,0,5.311523164,1.650807535,31.07973898,10.04554052,3.122127772,0.154296875,,0.162626168
10.27748,1203,,,,0,-0.0234375,-1.029296875,0.032075557,12.62041322,22.19999886,0.245361328,590,0,5.447021204,1.980305627,36.35575395,6.372962363,2.316938516,0.154296875,,0.123763975
10.30729,1203,,,,-0.07421875,-0.03125,-1.00390625,0.026763275,13.70662356,22.20057106,0.249023438,590,0,5.52846252,1.654083348,29.91940964,8.286537417,2.479283075,0.15234375,,0.13441606
10.334755,1203,,,,-0.041015625,-0.013671875,-1.03125,0.028770223,15.17372722,22.19959831,0.240234375,593,0,5.333106626,1.785668908,33.4827153,8.497503176,2.845194796,0.15234375,,0.148803432
10.35836,1203,,,,-0.037109375,-0.01171875,-1.033203125,0.039555898,17.94516908,22.20088768,0.229492188,594,0,5.094930278,2.462185429,48.32618495,7.288309346,3.522161854,0.15625,,0.175981992
10.38227,1213,,,,-0.01171875,-0.033203125,-1.04296875,0.035596079,12.03578626,22.19949913,0.244140625,596,0,5.419799592,2.220305704,40.96656465,5.420778876,2.220706883,0.15625,,0.118030743
10.40546,1213,,,,-0.111328125,0,-1,0.021019232,12.8020019,22.20114326,0.218331471,597,0,4.847208269,1.314333273,27.11526305,9.740301164,2.641108282,0.15625,,0.125544752
10.42856,1213,,,,-0.01171875,-0.046875,-0.982421875,0.022933902,14.78951215,22.19799995,0.307006836,598,0,6.81493773,1.436662575,21.08108147,10.29435332,2.17016101,0.154296875,,0.145035569
10.45286,1213,,,,0.037109375,-0.0546875,-1.041015625,0.03748878,16.73383971,22.19885635,0.382952005,599,0,8.501096542,2.3515426,27.66163857,7.116111659,1.968433088,0.15625,,0.164102909
10.47664,1218,,,,-0.171875,0.0625,-1.044921875,0.06050295,13.66565538,22.19849968,0.361938477,600,0,8.034491156,3.802366136,47.32553764,3.593987241,1.700873785,0.15625,,0.134014299
10.49837,1218,,,,0.0234375,-0.048828125,-1,0.058822106,13.74537724,22.19942856,0.345284611,606,0,7.665121054,3.732469118,48.69419663,3.682649958,1.793236812,0.15625,,0.134796104
10.52322,1218,,,,-0.01171875,-0.029296875,-1.0234375,0.051667631,17.06047789,22.19714355,0.343889505,608,0,7.633364702,3.290325481,43.10452349,5.18504263,2.234987919,0.154296875,,0.167306135
10.54692,1218,,,,-0.037109375,-0.0078125,-1.0703125,0.059668068,18.90404588,22.19799995,0.409545898,609,0,9.091099835,3.80671584,41.87299566,4.965972424,2.079401418,0.15234375,,0.185385362
10.575115,1218,,,,-0.01171875,-0.044921875,-1.03125,0.073652289,16.55778728,22.19849968,0.419921875,616,0,9.321635608,4.754299034,51.0028415,3.482697903,1.776274891,0.15234375,,0.162376425
10.598865,1218,,,,-0.0859375,0.02734375,-1.02734375,0.066680401,16.66851208,22.19777679,0.426432282,620,0,9.465848608,4.330776546,45.75159318,3.848850639,1.760910487,0.15234375,,0.163462264
10.62441,1223,,,,-0.099609375,0.013671875,-1.021484375,0.069912431,17.33839715,22.19849968,0.380249023,623,0,8.440957825,4.563630789,54.06531917,3.799255012,2.054079348,0.15234375,,0.170031592
10.655535,1223,,,,-0.037109375,-0.021484375,-1.02734375,0.068495848,19.4598844,22.19750023,0.394897461,627,0,8.76573648,4.494912,51.27820133,4.329313767,2.21999423,0.15234375,,0.190836275
10.67902,1223,,,,-0.03125,-0.009765625,-1.029296875,0.064717758,15.14493877,22.19781685,0.413707376,630,0,9.183400551,4.271771841,46.51623129,3.54535292,1.649164564,0.15234375,,0.148521114
10.70326,1223,,,,0.01171875,-0.06640625,-1.02734375,0.054292774,15.75281795,22.19543076,0.432477683,638,0,9.599028463,3.624920628,37.7634116,4.345700103,1.641084617,0.15625,,0.154482372
10.726485,1223,,,,-0.037109375,0.001953125,-1.048828125,0.072061737,22.72737339,22.19657326,0.410853803,640,0,9.11954654,4.831487519,52.97947105,4.704011611,2.492160469,0.15625,,0.222879396
10.752,1223,,,,0,-0.03125,-0.9921875,0.083846471,20.15966517,22.19799995,0.448608398,642,0,9.958209208,5.635737939,56.59388974,3.577111886,2.024426757,0.15625,,0.19769878
10.77415,1223,,,,-0.048828125,-0.001953125,-1.02734375,0.072480105,13.66786988,22.19600105,0.411987305,652,0,9.144470649,4.945419558,54.08098236,2.763743241,1.494659494,0.154296875,,0.134036016
10.79785,1223,,,,-0.0859375,-0.037109375,-0.978515625,0.064037216,13.66786988,22.19714355,0.446428567,654,0,9.909438992,4.387743629,44.27842618,3.115011047,1.379277867,0.15625,,0.134036016
10.827715,1223,,,,-0.015625,0,-1.052734375,0.060886584,24.73924309,22.19799995,0.433959961,656,0,9.633043193,4.181103286,43.40376351,5.916917472,2.568164866,0.158203125,,0.242609098
10.852295,1228,,,,-0.052734375,0.001953125,-1.037109375,0.083166913,19.57689284,22.19680023,0.391113281,659,0,8.681463372,5.74287301,66.15097897,3.40890227,2.255022224,0.158203125,,0.191983736
10.875455,1228,,,,-0.015625,-0.029296875,-1.009765625,0.055218126,15.88347322,22.19650078,0.387573242,666,0,8.602769772,3.850735656,44.76157979,4.124789296,1.846320852,0.16015625,,0.155763663
10.903075,1228,,,,-0.0625,0.00390625,-1.060546875,0.053349591,27.28259185,22.19599915,0.37109375,670,0,8.236796558,3.742944701,45.44175244,7.28907158,3.312281863,0.16015625,,0.267550829
10.92853,1228,,,,-0.01953125,-0.029296875,-1.015625,0.065682528,29.19038023,22.19839859,0.47265625,674,0,10.49221183,4.633088463,44.15740491,6.300415039,2.78209978,0.158203125,,0.286259842
10.951655,1228,,,,-0.037109375,-0.015625,-1.021484375,0.07558238,17.3627566,22.19771385,0.419921875,678,0,9.321305621,5.364362275,57.54947314,3.236686062,1.862695776,0.16015625,,0.170270477
10.97822,1228,,,,-0.09375,0.021484375,-1.0703125,0.05973124,22.72515889,22.19549942,0.461425781,680,0,10.24157566,4.255550903,41.5517206,5.340121505,2.218912367,0.16015625,,0.222857679
11.000925,1228,,,,-0.05078125,0.0546875,-1.052734375,0.066208398,18.65159333,22.1969986,0.433959961,685,0,9.632608644,4.748642222,49.29757242,3.927773974,1.936297219,0.158203125,,0.182909648
11.023515,1228,,,,-0.09375,0.00390625,-0.98828125,0.085456853,18.62944837,22.19771385,0.441545755,689,0,9.801306315,6.166950506,62.91967936,3.020852583,1.900710759,0.158203125,,0.18269248
11.046695,1228,,,,-0.048828125,0,-1.0234375,0.073283328,18.27845074,22.19885635,0.452008933,691,0,10.03408137,5.306547941,52.88523927,3.444508735,1.821636686,0.15625,,0.179250369
11.07503,1228,,,,-0.037109375,-0.01953125,-1.00390625,0.05899476,18.27845074,22.19750023,0.435791016,694,0,9.673471169,4.286809427,44.31511039,4.263882277,1.889544138,0.15625,,0.179250369
11.103535,1228,,,,-0.037109375,-0.001953125,-1.060546875,0.062745334,24.23840711,22.19955444,0.432400167,699,0,9.599091048,4.5909717,47.82715027,5.279581033,2.525073154,0.154296875,,0.237697575
11.129125,1228,,,,-0.041015625,0.01171875,-1.01953125,0.067553214,18.02267644,22.19839859,0.391113281,705,0,8.682088511,4.984963152,57.41663593,3.615408157,2.075845739,0.15234375,,0.17674208
11.153515,1228,,,,-0.0859375,0.017578125,-1.009765625,0.044276778,21.80614301,22.19949913,0.388183594,709,0,8.617481352,3.289321526,38.17033529,6.629374125,2.530454331,0.150390625,,0.213845212
11.176545,1228,,,,-0.01171875,-0.0078125,-1.0546875,0.063483009,24.92304626,22.19650078,0.401000977,714,0,8.900818488,4.74390582,53.29741109,5.253697524,2.800084767,0.1484375,,0.244411592
11.201705,1228,,,,-0.048828125,0.00390625,-1.017578125,0.06983583,20.59149191,22.19657326,0.402483255,715,0,8.933749047,5.227169046,58.51036354,3.939320065,2.304910491,0.1484375,,0.201933554
11.224535,1228,,,,-0.0625,-0.009765625,-1.0234375,0.059104215,20.75757911,22.19649887,0.397949219,716,0,8.833079385,4.434407681,50.20228493,4.681026331,2.349982176,0.1484375,,0.203562313
11.24804,1228,,,,0.015625,-0.013671875,-1.01953125,0.056341773,28.37987466,22.19949913,0.372314453,722,0,8.265194378,4.257487386,51.51103763,6.665874043,3.433660887,0.1484375,,0.278311498
11.271885,1228,,,,-0.0234375,-0.01953125,-1.017578125,0.055875133,24.79349824,22.19885635,0.365513384,724,0,8.113979114,4.238790878,52.2405939,5.849191185,3.055652213,0.146484375,,0.24314116
11.298,1228,,,,0.0234375,-0.05859375,-1.0078125,0.05237407,21.06428682,22.19849968,0.369873047,727,0,8.210626713,3.985635192,48.54239915,5.285051393,2.565490743,0.14453125,,0.206570088
11.320845,1228,,,,-0.0625,0.01171875,-1.0234375,0.048483351,23.90916691,22.19799995,0.374755859,729,0,8.318830549,3.703544653,44.52001554,6.455752298,2.874101926,0.14453125,,0.234468832
11.34462,1228,,,,0.03125,-0.03515625,-1.0390625,0.049280989,16.79030937,22.19799995,0.369262695,732,0,8.196893294,3.778020739,46.09088594,4.444207834,2.048374764,0.14453125,,0.164656687
11.371145,1228,,,,-0.048828125,-0.0078125,-1.02734375,0.068082725,22.59782536,22.19849968,0.368652344,734,0,8.183528935,5.232498832,63.93939429,4.318744464,2.761379051,0.14453125,,0.221608964
11.397165,1228,,,,-0.05078125,-0.013671875,-1.021484375,0.045033215,19.87067343,22.19849968,0.341796875,736,0,7.58737782,3.470842733,45.74495715,5.725028461,2.618911816,0.142578125,,0.19486474
11.422745,1228,,,,-0.01171875,-0.015625,-1.046875,0.045338283,27.80817481,22.19955635,0.368381083,739,0,8.177896611,3.510268163,42.92385108,7.921951692,3.400406747,0.140625,,0.272705038
11.447145,1228,,,,-0.07421875,0.037109375,-1.041015625,0.045833334,21.74524437,22.19849968,0.349121094,742,0,7.749964488,3.562340302,45.96589195,6.10420188,2.80585084,0.140625,,0.213248001
11.47052,1228,,,,-0.037109375,-0.078125,-1.009765625,0.042643921,20.29032044,22.1989994,0.354003906,745,0,7.858532504,3.327302936,42.34000348,6.098128372,2.581947765,0.142578125,,0.198980071
11.49584,1228,,,,-0.0625,0.052734375,-1.046875,0.033471567,36.73406116,22.19828606,0.346679688,747,0,7.695694873,2.618029891,34.0194087,14.03118478,4.773326096,0.140625,,0.360238081
11.52252,1228,,,,0.01171875,-0.0546875,-1.03515625,0.054870377,24.35613526,22.19799995,0.317382813,748,0,7.045263657,4.299404137,61.02545406,5.665002518,3.457093509,0.140625,,0.238852094
11.553535,1228,,,,-0.0625,0,-1.00390625,0.049763959,20.34125385,22.19733429,0.336914063,750,0,7.478594072,3.908897276,52.26780915,5.203834332,2.719930197,0.140625,,0.199479557
11.57768,1228,,,,-0.048828125,0.009765625,-1.0546875,0.032299593,26.88619705,22.19854546,0.366654843,753,0,8.139204201,2.548355427,31.30963869,10.55041097,3.303295553,0.140625,,0.263663524
11.60314,1228,,,,-0.037109375,-0.015625,-1.03515625,0.070708597,30.40392409,22.19714355,0.311802447,756,0,6.921123673,5.597845081,80.88058161,5.431362185,4.392917324,0.140625,,0.298160642
11.626275,1228,,,,-0.07421875,-0.033203125,-0.998046875,0.036509385,21.45071639,22.20000076,0.310872406,758,0,6.901367645,2.897047202,41.97787092,7.404337899,3.108183405,0.140625,,0.210359668
11.649135,1228,,,,0.01171875,-0.041015625,-1.01953125,0.030743664,25.1267799,22.19885635,0.327148438,760,0,7.26232117,2.446066621,33.681609,10.27232034,3.459882772,0.140625,,0.246409536
11.671695,1228,,,,-0.099609375,0.02734375,-1.078125,0.038383732,25.55639214,22.19942856,0.325753361,762,0,7.231538465,3.061104759,42.32992432,8.348747969,3.534018697,0.140625,,0.250622593
11.694755,1228,,,,0.03125,-0.01171875,-0.99609375,0.037304952,23.78258077,22.20000076,0.322265625,763,0,7.154297121,2.979887945,41.65172196,7.981031909,3.32423722,0.140625,,0.233227446
11.71907,1228,,,,-0.0234375,-0.0625,-0.9609375,0.028240958,11.95827889,22.19933319,0.319010407,765,0,7.08181831,2.260924946,31.92576888,5.289109182,1.688588773,0.140625,,0.117270656
11.74231,1228,,,,-0.07421875,-0.005859375,-1.033203125,0.031440261,28.76519698,22.19750023,0.29296875,766,0,6.503173895,2.52189068,38.7793825,11.40620298,4.423255082,0.138671875,,0.282090219
11.77654,1228,,,,-0.07421875,-0.029296875,-1.015625,0.053571937,26.02807981,22.19849968,0.302734375,767,0,6.720248926,4.302627532,64.02482377,6.04934534,3.873082693,0.138671875,,0.255248269
11.798775,1228,,,,0.0078125,-0.07421875,-0.98828125,0.032924228,23.25663795,22.19927216,0.305841625,769,0,6.789461464,2.652462053,39.06734086,8.767943703,3.425402453,0.138671875,,0.228069709
11.8265,1228,,,,-0.015625,0.046875,-1.083984375,0.032323188,37.46484487,22.1970005,0.308837891,771,0,6.855274814,2.610255299,38.07659605,14.35294275,5.465112033,0.140625,,0.367404621
11.857145,1238,,,,-0.07421875,-0.025390625,-1.01953125,0.037171636,19.96478951,22.19866753,0.309787333,771,0,6.876866009,2.999544455,43.61789878,6.65594053,2.903181403,0.142578125,,0.195787703
11.88122,1238,,,,-0.04296875,-0.037109375,-1,0.014596268,21.56808468,22.19999886,0.301757813,773,0,6.699023092,1.182058672,17.64523954,18.24620486,3.219586555,0.142578125,,0.211510658
11.905185,1238,,,,-0.046875,0.060546875,-1.09765625,0.04533131,27.86832606,22.20100021,0.325927734,774,0,7.2359217,3.675499974,50.79518721,7.58218644,3.851385797,0.14453125,,0.27329492
11.92931,1238,,,,-0.037109375,-0.03515625,-0.99609375,0.042019129,22.38744824,22.19771385,0.440848202,775,0,9.785822229,3.411835369,34.86508634,6.561702372,2.287743197,0.1484375,,0.219545869
11.9531,1238,,,,-0.13671875,0.03515625,-1,0.031242084,23.48140931,22.1969986,0.462646484,778,0,10.26936336,2.544734901,24.77987009,9.227448132,2.28654966,0.15234375,,0.230273963
11.97586,1243,,,,0.01171875,-0.009765625,-1.060546875,0.069097592,27.31027305,22.19600105,0.409545898,781,0,9.090281193,5.650180997,62.15628402,4.833521804,3.004337541,0.15625,,0.267822289
11.999815,1243,,,,0.015625,-0.037109375,-1.02734375,0.073878175,25.55196315,22.19771385,0.432477683,785,0,9.600015851,6.070920737,63.23865326,4.208910684,2.661658433,0.158203125,,0.250579159
12.02336,1243,,,,-0.0859375,-0.01171875,-1.01171875,0.060511946,26.22295547,22.19499969,0.432128906,787,0,9.591100942,4.988987573,52.01683939,5.256167726,2.734092324,0.16015625,,0.257159346
12.046785,1243,,,,-0.01171875,-0.02734375,-1.05078125,0.061331412,26.94931018,22.19485664,0.503627241,790,0,11.17793441,5.073474228,45.38829844,5.311805869,2.4109383,0.162109375,,0.264282453
12.07713,1243,,,,0.0234375,-0.02734375,-1.03125,0.07463722,26.50862546,22.19750023,0.482177734,793,0,10.70314037,6.198836238,57.91605103,4.276387445,2.476714735,0.162109375,,0.259960812
12.10322,1243,,,,-0.01953125,-0.01953125,-1.052734375,0.060742301,27.32356002,22.19639969,0.489257813,797,0,10.85976196,5.072362799,46.70786357,5.386751915,2.516036736,0.1640625,,0.26795259
12.12837,1243,,,,-0.048828125,-0.001953125,-1.02734375,0.068344659,29.47162123,22.19511032,0.473090291,802,0,10.5002912,5.738113416,54.64718365,5.13611689,2.806743229,0.1640625,,0.289017874
12.157565,1243,,,,0.0234375,-0.0234375,-1,0.079599752,28.49945745,22.19650078,0.458984375,805,0,10.18784704,6.712150932,65.88389979,4.245950029,2.797397462,0.166015625,,0.279484204
12.180815,1243,,,,-0.134765625,-0.00390625,-1.0078125,0.051949268,25.73355183,22.19777679,0.444878459,810,0,9.875312733,4.407285648,44.62932737,5.838866342,2.605846774,0.166015625,,0.252359936
12.205785,1243,,,,0,-0.01953125,-1.02734375,0.066561249,27.4497863,22.19771385,0.467354923,814,0,10.37421086,5.671709164,54.67123467,4.839773252,2.645963792,0.169921875,,0.269190447
12.230105,1243,,,,-0.048828125,0.001953125,-1.041015625,0.074638754,28.4130921,22.19449997,0.443115234,815,0,9.834721056,6.369063081,64.76099367,4.461110173,2.889059277,0.169921875,,0.27863725
12.25973,1243,,,,-0.07421875,0.044921875,-0.990234375,0.047070145,27.83732312,22.1970005,0.435180664,820,0,9.659705419,4.042322274,41.8472624,6.886468032,2.881798348,0.171875,,0.272990885
12.28254,1243,,,,-0.072265625,-0.0078125,-1.060546875,0.067599318,33.15322098,22.19799995,0.441894531,822,0,9.809174784,5.819237685,59.32443669,5.69717595,3.37981754,0.173828125,,0.325122035
12.305405,1243,,,,0.01171875,-0.001953125,-1.025390625,0.068751926,10.23318644,22.19485664,0.428989947,825,0,9.521370372,5.941726118,62.40410661,1.722258185,1.074759834,0.17578125,,0.100353278
12.32724,1243,,,,-0.0625,-0.0234375,-1,0.038446393,28.78955644,22.19771385,0.418526798,827,0,9.290338112,3.331255252,35.85720144,8.642254724,3.098870686,0.177734375,,0.282329104
12.35173,1243,,,,0.015625,-0.04296875,-1.05078125,0.069471998,30.3374892,22.19799995,0.424194336,832,0,9.41626585,6.050157324,64.25219318,5.014330633,3.221817405,0.181640625,,0.297509138
12.37413,1243,,,,-0.048828125,-0.017578125,-1.037109375,0.062763751,25.57410811,22.19771385,0.435965389,833,0,9.677434955,5.472100558,56.54494795,4.673544983,2.642653578,0.185546875,,0.250796327
12.39741,1243,,,,-0.07421875,0.0234375,-0.99609375,0.046479495,33.31820094,22.19714355,0.413643986,835,0,9.181714937,4.064344813,44.26563927,8.197680678,3.628755758,0.1875,,0.326739935
12.422655,1243,,,,-0.037109375,-0.0234375,-1.06640625,0.048310408,34.00690923,22.19499969,0.44128418,839,0,9.794302233,4.244907819,43.34058433,8.011224431,3.47211148,0.19140625,,0.333493856
12.446,1243,,,,-0.07421875,-0.03125,-1.0078125,0.070235103,25.37037447,22.19799995,0.397338867,841,0,8.820128156,6.182897357,70.0998585,4.103314839,2.876417896,0.19140625,,0.248798383
12.472295,1243,,,,0,0.001953125,-1.072265625,0.045354748,39.51436101,22.1970005,0.399169922,842,0,8.860374957,4.000890752,45.15486953,9.876390899,4.459671425,0.193359375,,0.387503508
12.496095,1243,,,,-0.05078125,0.0078125,-1.046875,0.041680768,40.45773634,22.19777679,0.385199666,844,0,8.550576208,3.685231725,43.09922087,10.97834257,4.731580113,0.1953125,,0.39675486
12.51955,1243,,,,0.0234375,-0.0703125,-0.984375,0.043141227,26.26945988,22.19599915,0.389229923,847,0,8.639347049,3.828501187,44.31470532,6.861551977,3.040676539,0.1953125,,0.257615399
12.546955,1243,,,,-0.109375,0.046875,-1.029296875,0.032872742,41.57937861,22.1970005,0.38269043,850,0,8.49457966,2.925164171,34.4356553,14.21437437,4.89481296,0.197265625,,0.407754413
12.579075,1243,,,,-0.05078125,-0.041015625,-1.025390625,0.058038001,37.24339527,22.19866562,0.37489149,852,0,8.322090824,5.176462624,62.20146755,7.194757882,4.47524499,0.197265625,,0.365232942
12.60812,1243,,,,-0.05078125,-0.0390625,-0.994140625,0.044398977,19.87953141,22.19759941,0.394042969,854,0,8.746807971,3.96884689,45.37480305,5.008893505,2.272775563,0.19921875,,0.194951607
12.63165,1243,,,,0.01953125,-0.01171875,-1.076171875,0.031925425,37.17327878,22.19720078,0.380859375,854,0,8.454012014,2.856778182,33.79198157,13.01230842,4.397116863,0.203125,,0.364545334
12.65476,1243,,,,0.037109375,-0.02734375,-1.01953125,0.06155548,32.24084859,22.19828606,0.380859375,858,0,8.454425354,5.528823033,65.39561001,5.831412654,3.813487877,0.203125,,0.316174718
12.677325,1243,,,,-0.109375,-0.03515625,-1.01953125,0.032732486,23.46590783,22.19750023,0.364990234,860,0,8.101870811,2.946188116,36.36429394,7.964836904,2.896356703,0.203125,,0.230121945
12.70235,1243,,,,-0.1484375,0.044921875,-1.0390625,0.041764217,42.7220586,22.19714355,0.360630572,862,0,8.004968573,3.771537088,47.11495184,11.32749264,5.336942701,0.205078125,,0.418960276
12.72827,1243,,,,-0.0859375,0.0390625,-1.0234375,0.051376641,34.26489802,22.1989994,0.362548828,862,0,8.04822122,4.639504567,57.64633501,7.385464877,4.257449825,0.205078125,,0.336023862
12.755415,1243,,,,-0.048828125,0.015625,-1.0390625,0.02021288,26.30046283,22.19822121,0.356445313,866,0,7.912451895,1.833552074,23.1729949,14.34399557,3.323933362,0.205078125,,0.257919434
12.779445,1243,,,,-0.14453125,0.005859375,-1.033203125,0.060940652,38.27756494,22.1989994,0.373535156,864,0,8.292106711,5.512122166,66.47432743,6.944251921,4.616144759,0.205078125,,0.375374682
12.80279,1243,,,,-0.037109375,-0.064453125,-0.978515625,0.047100419,22.2368625,22.1989994,0.358886719,867,0,7.966926056,4.27697088,53.68407903,5.199208301,2.791147093,0.205078125,,0.218069128
12.82592,1243,,,,-0.078125,0.017578125,-1.037109375,0.025344151,37.55563921,22.19849968,0.355224609,870,0,7.885453377,2.309127279,29.28338002,16.26399703,4.762648058,0.205078125,,0.368295009
12.852005,1243,,,,-0.0625,0.017578125,-1.076171875,0.032936451,45.08492593,22.19771194,0.359235495,870,0,7.974206046,3.000997478,37.63380907,15.0233135,5.653845119,0.205078125,,0.442132089
12.87482,1243,,,,0.048828125,-0.09375,-0.98828125,0.031447526,25.31501207,22.19999886,0.334472656,872,0,7.425292586,2.870150366,38.65370062,8.82009959,3.40929489,0.20703125,,0.248255463
12.901495,1243,,,,0,-0.01953125,-1.0625,0.031558986,35.81947428,22.19549942,0.345458984,874,0,7.667634687,2.888389372,37.66988764,12.40119308,4.671515498,0.205078125,,0.351269047
12.92478,1243,,,,-0.048828125,-0.025390625,-1.03125,0.049530197,35.58141595,22.19799805,0.344238281,874,0,7.641400695,4.532635519,59.31681507,7.850050109,4.656399706,0.205078125,,0.348934493
12.947595,1243,,,,0,-0.041015625,-0.98046875,0.039611285,22.4627411,22.1970005,0.344238281,875,0,7.641057302,3.631440377,47.52536506,6.185628503,2.939742527,0.20703125,,0.22028424
12.97465,1248,,,,-0.046875,0.01953125,-1.078125,0.034595534,44.18030427,22.19600105,0.355050236,877,0,7.880695412,3.178989071,40.33894098,13.89759552,5.606142855,0.20703125,,0.433260781
12.99742,1248,,,,-0.05078125,-0.0078125,-1.021484375,0.032876501,38.80572226,22.19644356,0.344509542,878,0,7.646886604,3.022294131,39.52319797,12.83982318,5.074708737,0.20703125,,0.380554136
13.020905,1248,,,,-0.0234375,-0.029296875,-1.029296875,0.024748392,26.38461368,22.19999886,0.342494428,880,0,7.603375913,2.280515287,29.99345703,11.56958422,3.470118271,0.20703125,,0.258744672
13.054875,1248,,,,-0.046875,-0.021484375,-1.005859375,0.0307508,42.22822597,22.1970005,0.404052734,882,0,8.968758748,2.840020401,31.66570181,14.86898684,4.708369034,0.20703125,,0.414117432
13.077565,1248,,,,-0.04296875,-0.056640625,-1.01953125,0.058741508,21.7873198,22.19709015,0.4132635,882,0,9.173247159,5.426287812,59.15340248,4.015142681,2.37509351,0.20703125,,0.21366062
13.10767,1248,,,,-0.048828125,0.0234375,-1.068359375,0.035531659,36.0320659,22.19485664,0.389927447,884,0,8.654383784,3.289282917,38.00713025,10.95438331,4.163446734,0.208984375,,0.353353859
13.132375,1248,,,,-0.01953125,-0.0078125,-1.01953125,0.058485796,43.65214695,22.19839859,0.414550781,887,0,9.202363478,5.435551342,59.06690553,8.030859099,4.743579957,0.212890625,,0.428081327
13.155645,1248,,,,-0.048828125,-0.02734375,-0.984375,0.03209008,25.42462963,22.19799995,0.393066406,890,0,8.725288068,2.990704996,34.27628947,8.501216156,2.913901458,0.212890625,,0.249330444
13.178395,1253,,,,-0.015625,0.01953125,-1.0078125,0.034032279,36.90679186,22.20049858,0.407104492,891,0,9.037922701,3.175171723,35.1316539,11.62355774,4.083548076,0.212890625,,0.36193199
13.20088,1253,,,,-0.01171875,-0.025390625,-1.025390625,0.061659468,39.3482738,22.19942856,0.397600442,893,0,8.826502611,5.768186766,65.35076259,6.821601899,4.457968862,0.21484375,,0.385874749
13.226595,1253,,,,-0.037109375,-0.0703125,-1.001953125,0.04711316,23.84680116,22.19657326,0.411551327,894,0,9.135029168,4.410117367,48.27699273,5.407293995,2.610478929,0.216796875,,0.233857233
13.25209,1253,,,,-0.037109375,0.015625,-1.078125,0.059720818,42.61354829,22.19599915,0.463867188,896,0,10.2959957,5.603610601,54.42514513,7.604659088,4.138846746,0.216796875,,0.417896153
13.276125,1253,,,,-0.048828125,-0.0546875,-0.97265625,0.06578545,29.51480391,22.19650078,0.482177734,898,0,10.70265846,6.186723579,57.80548453,4.770667952,2.757707725,0.216796875,,0.289441352
13.299845,1253,,,,-0.01171875,0.021484375,-1.078125,0.037663439,28.35330071,22.19828606,0.472935259,901,0,10.49835217,3.554101084,33.85389464,7.977629234,2.700738196,0.216796875,,0.278050896
13.323205,1253,,,,-0.0625,0.04296875,-1.099609375,0.043477706,53.60187789,22.19750023,0.440673828,904,0,9.781857401,4.115103163,42.06872984,13.0256462,5.479723911,0.220703125,,0.525654856
13.346535,1253,,,,-0.078125,-0.044921875,-0.970703125,0.047464169,27.07110747,22.19943047,0.440150678,905,0,9.771094374,4.497472751,46.02834216,6.019182098,2.770529731,0.22265625,,0.265476876
13.37467,1253,,,,-0.048828125,0.05859375,-1.0859375,0.059131676,40.47655956,22.19688988,0.449761271,909,0,9.983301414,5.625812175,56.35222199,7.194793979,4.054426274,0.224609375,,0.396939453
13.401925,1253,,,,-0.072265625,0.005859375,-1.021484375,0.051066452,37.9309963,22.19866562,0.448133677,911,0,9.947969654,4.870487846,48.95961704,7.787925461,3.812938481,0.2265625,,0.371976005
13.42529,1253,,,,-0.0234375,-0.0234375,-0.96484375,0.045990457,23.76043581,22.1970005,0.41809082,914,0,9.280362149,4.401952225,47.43297895,5.397704155,2.560291876,0.228515625,,0.233010278
13.448975,1253,,,,-0.037109375,0.001953125,-1.0546875,0.06991977,39.22536927,22.19900131,0.451049805,915,0,10.01285521,6.701280595,66.9267702,5.853413943,3.917500899,0.228515625,,0.384669468
13.47298,1253,,,,-0.0625,-0.033203125,-0.998046875,0.046983411,28.63564896,22.19771385,0.419921875,917,0,9.321305621,4.511127055,48.39587111,6.347781522,3.072064164,0.232421875,,0.280819787
13.496335,1253,,,,0.0234375,0,-1.060546875,0.043011094,27.60037204,22.19750023,0.393676758,920,0,8.738639922,4.141920097,47.39776595,6.663665978,3.158428804,0.232421875,,0.270667188
13.519675,1253,,,,0,-0.029296875,-1.07421875,0.047017683,61.16438204,22.1970005,0.402832031,925,0,8.9416628,4.55535131,50.94523705,13.42692975,6.840381192,0.236328125,,0.599817687
13.547425,1253,,,,-0.0859375,-0.056640625,-0.966796875,0.060730509,28.22707443,22.20057106,0.440150678,922,0,9.771596408,5.862289671,59.99316209,4.81502553,2.88868607,0.23828125,,0.276813039
