rank,AR,lambda,aoaRoot (deg),aoaTip (deg),eta_pred,LD_pred,DMS,stage
66,9.992913924471416,0.5975600277268625,19.323909811827463,5.8975032483785865,0.3635800504231551,18.2711266120836,0.7292556529568601,coarse
67,9.86346203084114,0.523223236308879,19.705209837429145,8.0,0.4176184673771279,18.160380788106245,0.729233974744502,refine
68,9.999699085801746,0.5,19.852929059395567,7.60734170434233,0.410393125271584,18.23637102777274,0.7291662451715915,refine
69,10.0,0.5667554491818263,20.0,7.820979586206925,0.4077311032567791,18.264188609748963,0.7290684098860873,refine
70,10.0,0.5188547116076657,19.868344046385225,7.676360080486308,0.4095397476064414,18.244780484991423,0.728928425601133,refine
71,9.750005771444629,0.5134953600413835,20.0,7.971854803895459,0.4247150721869056,18.083315051098005,0.7283134636387736,refine
72,9.620745293467902,0.5395660148503246,17.53182579301095,7.157621415298638,0.38771730233449614,18.010001687136434,0.7282260427728307,coarse
73,9.972388029179811,0.5986854425390525,20.0,8.0,0.4080468057364633,18.25866446240891,0.7281759934597902,refine
74,10.0,0.5756762994950668,20.0,7.843411380321142,0.4070800159449125,18.267570390497216,0.7276542169074527,refine
75,10.0,0.610206791735108,20.0,8.0,0.4058036919671605,18.27997658902771,0.7272290132832474,refine
76,10.0,0.5045679440448537,19.9518484450689,7.545811105038388,0.40969212564110935,18.23858153693686,0.7270624511042811,refine
77,10.0,0.5384828390423054,19.375117839539964,8.0,0.4082910256581529,18.252988838034458,0.7269159268367362,refine
78,9.95636775799961,0.6380649338263318,19.215835588797518,6.113165617964581,0.3627940157679024,18.261860209149162,0.7267459439702026,coarse
79,9.974090092583372,0.9528785159149213,19.953780176541244,7.439929653471038,0.3558333246876029,18.329340053734438,0.7259231991338156,coarse
80,10.0,0.5740195623999422,20.0,7.808180770606676,0.406647026634977,18.266947843112582,0.7255471078186823,refine
81,9.978806995740099,0.8861337016037292,18.303883576755048,7.8839583860158955,0.35571836662931705,18.327611421112792,0.7255027094706569,coarse
82,9.551955314422319,0.8205321815576013,19.703921628814296,7.4410403085977315,0.3826019291624557,18.044650805164288,0.7254829948196208,coarse
83,9.561031734585164,0.5349030496856153,16.958507486369616,7.442335932645233,0.38978751309062476,17.968595868735427,0.7254170864591274,coarse
