ground_truth,prediction,model_uncertainty_std
3.8023642705835914,5.127522261784563,0.1346641132132851
3.4489861392004157,3.394966251031377,0.30290338239064163
3.3827101436058857,3.6511962454212323,0.21719805310889836
-0.0876801181715874,-0.12654741631269673,0.24285949935068815
4.488717602883742,4.0935366306428165,0.2187927394250133
1.2691937840393666,1.6726822871824467,0.26445052994141643
3.8193050839867633,3.8520168086787123,0.2703516106989895
4.798065748786324,4.716824629887029,0.17532864756423389
-1.4056137393771453,-1.76421430950165,0.18883291710223135
0.8061103840561595,0.5353899217723921,0.2388057401329008
3.0823569590221043,3.958638582721832,0.19915440057430778
3.88534177467991,3.2699242049994695,0.3430994917158825
-1.2842822810819234,-0.9934042951095847,0.24912570393135053
3.2501936817359147,3.4981505064622027,0.2112598178050016
0.6291319762889644,0.5684638936889073,0.25438750757672857
2.2182233562600215,2.1243612970530137,0.2034199493848833
1.3768290792665705,1.005140334357506,0.22359118428662755
3.6716275805606857,3.167565117965978,0.180039897822455
2.975173698357984,2.794257971517574,0.1354892628030108
4.326010930161206,4.009310981955139,0.16647551081538908
4.359175956365695,4.562923097319764,0.1643141462776948
3.791446054343251,3.4833695113271688,0.16414726159426066
4.961110257394401,4.991818194047966,0.2932609957760486
4.249690513702401,3.8151412099472566,0.17889151167966585
3.164694780897597,3.4808614069194164,0.1929843088530274
-3.335538404692947,-3.570658367558366,0.375277702217327
-2.7401324775159783,-2.675822541271451,0.20818577751711217
1.2397209902920547,1.1454145276500185,0.20914476338762983
3.046405225687279,3.1867977452929495,0.21230086898684805
2.946412116690976,3.136270763892526,0.19766080718705634
2.563808121267711,2.8603667147946226,0.25593991098249214
4.297866843291029,4.52830686194477,0.24992188647062383
3.4204332175344647,3.5400950113575504,0.15305588791039354
3.510267482845332,2.5566947834861367,0.268793535071268
3.7571969541220724,4.44988933864164,0.237527531546285
-1.2584656461553583,-1.1044943281108033,0.3117413018810024
3.3275876303578147,3.867537303845154,0.47996863385475647
3.299260247119703,3.482631162724374,0.23305435928013846
2.6391187014291013,2.365933375199404,0.3864606757537551
-2.525072336359573,-2.711508553383098,0.1738603308494005
2.509164697797755,2.369191308190551,0.16993104081812913
3.980290242091252,3.113863470779563,0.3329525739100524
3.9047975252280134,4.2712419584386225,0.15324439978947305
2.962080349595681,2.9250002042125516,0.15869849381119353
4.080446349733561,4.090857389732491,0.2371927192844119
4.3001073557641725,3.918135762616032,0.22064338995695917
1.0474003727404246,1.0690513831302724,0.18058977190144393
1.0056339695251009,0.9722433146142748,0.2250966408068736
-2.05437268317544,-2.2544552780335465,0.19388142369460293
3.983270587909089,3.633891411660443,0.20074323507493208
