AR,lambda,aoaRoot (deg),aoaTip (deg),rot (1/s),rpm,LD_cfd,U_cruise (m/s),mode
11.337040173024336,0.4948868971333298,11.093671696990715,5.434466068008961,,,4.9937869533015276,20.255904321557356,cruise
7.822902269665628,0.9330134816003265,18.635960852154987,3.4788973232749405,,,4.429549065775484,17.131701227722424,cruise
8.55445458274317,0.8846190471663704,18.116479202894652,7.828899213653163,,,4.551299478971435,25.248150129386353,cruise
4.101227993343859,0.6380172052328329,12.131794046203662,7.671180455122655,,,6.15187650349542,22.198983353768142,cruise
2.029264609859436,0.8337672923027766,16.806705832571065,2.9489846842195946,,,5.646528162174194,23.113454525661776,cruise
2.721526427509537,0.8670320860924623,19.66662659354172,6.771811970034165,,,5.253073938373426,18.868924591554087,cruise
6.376478899762784,0.9528999269371502,23.492658708362125,4.7254482914386085,,,3.7502851411173346,24.61768761945627,cruise
7.633504567360907,0.49655925120416294,19.36913925432746,6.889738618047878,,,1.8102963286864642,18.09881761540998,cruise
7.241403828545976,0.67790600198606,21.564137227380595,2.2388636919381493,,,4.539606313745889,27.962591032942655,cruise
11.781886302467068,0.6930768965439105,22.171791002726923,5.61413861069603,,,0.3518013895456368,29.91219183103187,cruise
6.316866509853648,0.7869638050391894,14.277953219775284,4.89655192908992,,,6.186084518712433,29.35633309252644,cruise
13.903925441784043,0.7733327486589636,12.499650916734439,6.3559619585971285,,,7.004102045809394,26.223779440603405,cruise
4.892784168331874,0.4391065753884145,14.64108281680267,3.991635845217574,,,6.336495079595231,24.356767455946876,cruise
9.394975062830635,0.4614341022914015,15.8268003063008,7.139756127639669,,,5.542621451238298,27.362662574451043,cruise
3.3557736529374393,0.5930179024492577,21.103919813307407,6.156578807001953,,,5.14641645694586,26.86265891161583,cruise
12.611636677075262,0.919476343506897,16.395552546087746,3.063985466807075,,,6.212819694141685,25.635460557883725,cruise
10.77477206119759,0.5617678113651581,17.578037776680887,2.5978144324398933,,,5.180235056999892,18.469090855464128,cruise
5.6538594529629345,0.9776189248228728,11.202364451636038,5.129013259323518,,,6.433053452080077,21.38912417001,cruise
10.335703918732243,0.417014713861649,23.30633011481133,4.370878861789431,,,3.280194486551883,23.5500129723836,cruise
12.352428395819912,0.527051104936564,15.083738482062122,3.4276642952379746,,,6.037972204168822,28.352832968602865,cruise
3.696444439982181,0.5809469323062276,22.642678309419807,3.7737098709841903,,,4.724787908137635,19.41738365701272,cruise
13.425573111415428,0.751618659061418,20.391521497324494,5.929779883117675,,,4.058084470611263,20.71685423725382,cruise
9.841572028994308,0.8319354915264601,13.898109486241667,7.468403083185874,,,6.262071013505087,17.115811771856347,cruise
9.051082778153642,0.7134134807695346,10.076547025787166,2.4158373900830554,,,6.627219630693328,22.040721775085053,cruise
4.789307944346371,0.6503325373617834,13.12355179456663,4.461970646455327,,,6.510730830898458,16.225379890259163,cruise
3.226337448559671,0.5902606310013717,10.003200731595793,2.0013717421124833,,,6.738614063465852,28.690900777320532,cruise
2.0631001371742115,0.5998628257887517,10.003200731595793,5.828532235939643,,,6.263201306872228,28.50525834476452,cruise
3.1769547325102883,0.5554183813443073,13.10791037951532,4.9478737997256514,,,6.6101616717032226,29.996799268404203,cruise
3.606767261088249,0.5333180917543058,10.000355636843977,4.81466239902454,,,6.593990048544706,29.999644363156023,cruise
2.798353909465021,0.6344307270233196,11.033836305441245,3.2880658436213994,,,6.687760797491241,29.996799268404203,cruise
3.116598079561043,0.5902606310013717,12.85825331504344,2.311385459533608,,,6.561325910332228,29.996799268404203,cruise
3.048925468678555,0.9999847584209723,12.074429710918052,4.970736168267033,,,6.8005583510566865,29.999644363156023,cruise
2.9397957628410305,0.9969059594573997,10.000355636843977,7.999847584209724,,,6.28046971353289,29.999644363156023,cruise
2.3313519280597474,0.9999949194736574,10.00011854561466,2.0000508052634256,,,6.126727308578471,29.99988145438534,cruise
6.7209266880048775,0.4000152415790276,12.151247269217091,2.000152415790276,,,6.173468895632362,16.97906823146878,cruise
3.443377533912513,0.866661586140324,13.11122965672577,4.000050805263426,,,6.688922045408894,29.99988145438534,cruise
3.1141594269166286,0.933338413859676,11.555674101170215,5.33338413859676,,,6.806318251664634,26.888770343274224,cruise
13.999898389473147,0.9999949194736574,10.00011854561466,2.0000508052634256,,,7.2056053196316965,16.000355636843977,cruise
4.222120611695372,0.9999949194736574,14.666785212281328,4.951836610272824,,,6.787013536921923,29.99988145438534,cruise
4.376568612508256,0.6706142356348118,14.897237887178445,2.0000508052634256,,,6.430212051500801,29.99988145438534,cruise
4.501752781588173,0.7333282528069907,13.110992565496453,5.333282528069907,,,6.7199493388187115,29.99988145438534,cruise
2.886755067825027,0.4000050805263426,10.00011854561466,4.715998577452624,,,6.276918618691811,26.888770343274224,cruise
2.000101610526851,0.9999847584209723,14.666785212281328,7.999949194736574,,,5.913343817526703,29.99988145438534,cruise
3.048925468678555,0.9999847584209723,12.074429710918052,4.970736168267033,,,6.8005583510566865,29.999644363156023,cruise
