k_id,AR,lambda,twist,alpha,v,predicted_performance,model_uncertainty_std,pred_std,95_conf_lower,95_conf_upper
LS_028_01,19.9275,0.8914,-12.6112,17.3303,11.416878879370874,0.2603969384939888,0.05531825024003747,0.05531825024003747,0.06086584111258267,0.459928035875395
LS_028_01,19.9275,0.8914,-12.6112,17.3303,11.586082395654223,0.19758715622024559,0.057996854458921755,0.057996854458921755,-0.011605577907176395,0.4067798903476676
LS_028_01,19.9275,0.8914,-12.6112,17.3303,11.755285911937573,0.14610421818618358,0.06605034965990073,0.06605034965990073,-0.09213720653131396,0.3843456429036811
LS_028_01,19.9275,0.8914,-12.6112,17.3303,11.924489428220923,0.16428448189780331,0.07113698984912867,0.07113698984912867,-0.09230428559602871,0.42087324939163534
LS_028_01,19.9275,0.8914,-12.6112,17.3303,12.093692944504273,0.251339786641646,0.07261598293416158,0.07261598293416158,-0.010583659949872648,0.5132632332331647
LS_028_01,19.9275,0.8914,-12.6112,17.3303,12.262896460787623,0.3426104049127673,0.10428723774334642,0.10428723774334642,-0.03355020934225461,0.7187710191677892
LS_028_01,19.9275,0.8914,-12.6112,17.3303,12.432099977070973,0.38010154171929367,0.1482581238590841,0.1482581238590841,-0.15466060315963026,0.9148636865982176
LS_028_01,19.9275,0.8914,-12.6112,17.3303,12.601303493354322,0.36567463070523765,0.15411800049982968,0.15411800049982968,-0.1902238952337182,0.9215731566441935
LS_028_01,19.9275,0.8914,-12.6112,17.3303,12.770507009637672,0.3385954813466865,0.11641107816409035,0.11641107816409035,-0.08129542396293638,0.7584863866563094
LS_028_01,19.9275,0.8914,-12.6112,17.3303,12.939710525921022,0.323694997353807,0.07541660439291131,0.07541660439291131,0.05166980187129033,0.5957201928363237
LS_028_01,19.9275,0.8914,-12.6112,17.3303,13.108914042204372,0.3166412287136957,0.06365830784028575,0.06365830784028575,0.08702781965430273,0.5462546377730887
LS_028_01,19.9275,0.8914,-12.6112,17.3303,13.278117558487722,0.3060863031758756,0.060436722579721214,0.060436722579721214,0.08809304550520033,0.5240795608465508
LS_028_01,19.9275,0.8914,-12.6112,17.3303,13.447321074771072,0.2896701725049839,0.05668398504774228,0.05668398504774228,0.0852129148829544,0.4941274301270134
LS_028_01,19.9275,0.8914,-12.6112,17.3303,13.616524591054421,0.26775652231234237,0.05629876839865874,0.05629876839865874,0.06468872839149115,0.4708243162331936
LS_028_01,19.9275,0.8914,-12.6112,17.3303,13.785728107337771,0.2365053234718253,0.056821672681297404,0.056821672681297404,0.031551431113521766,0.4414592158301288
LS_028_01,19.9275,0.8914,-12.6112,17.3303,13.954931623621121,0.1959425695608965,0.06141652429500411,0.06141652429500411,-0.025584800461819185,0.4174699395836122
LS_028_01,19.9275,0.8914,-12.6112,17.3303,14.124135139904471,0.16051757721803783,0.07609000704395018,0.07609000704395018,-0.1139365593347097,0.43497171377078536
LS_028_01,19.9275,0.8914,-12.6112,17.3303,14.29333865618782,0.15383507851800915,0.11048463734449891,0.11048463734449891,-0.24467935094200016,0.5523495079780185
LS_028_01,19.9275,0.8914,-12.6112,17.3303,14.46254217247117,0.1884027161342986,0.14196542644599122,0.14196542644599122,-0.32366187748667163,0.7004673097552688
LS_028_01,19.9275,0.8914,-12.6112,17.3303,14.63174568875452,0.24961889353127648,0.13604579965359415,0.13604579965359415,-0.24109380221060128,0.7403315892731542
LS_028_01,19.9275,0.8914,-12.6112,17.3303,14.80094920503787,0.302817702624433,0.09785625911240454,0.09785625911240454,-0.05014658459746296,0.6557819898463291
LS_028_01,19.9275,0.8914,-12.6112,17.3303,14.970152721321218,0.32117825413636614,0.06902105955815557,0.06902105955815557,0.07222157715711894,0.5701349311156133
LS_028_01,19.9275,0.8914,-12.6112,17.3303,15.139356237604568,0.3081778468672623,0.06393311956063576,0.06393311956063576,0.07757320102982998,0.5387824927046946
LS_028_01,19.9275,0.8914,-12.6112,17.3303,15.308559753887918,0.28994056260354556,0.06059312578403898,0.06059312578403898,0.07138316375240858,0.5084979614546825
LS_028_01,19.9275,0.8914,-12.6112,17.3303,15.477763270171268,0.2841468048157435,0.05688172603662647,0.05688172603662647,0.07897630199275157,0.48931730763873543
LS_028_01,19.9275,0.8914,-12.6112,17.3303,15.646966786454618,0.2792227679009831,0.05625578750192568,0.05625578750192568,0.07631000465182469,0.4821355311501415
LS_028_01,19.9275,0.8914,-12.6112,17.3303,15.816170302737968,0.25044110527930896,0.05738700708392567,0.05738700708392567,0.0434480704453413,0.45743414011327665
LS_028_01,19.9275,0.8914,-12.6112,17.3303,15.985373819021317,0.20054981321904464,0.06225521926344165,0.06225521926344165,-0.0240027017909846,0.4251023282290739
LS_028_01,19.9275,0.8914,-12.6112,17.3303,16.154577335304666,0.17410259034841968,0.06964360453390923,0.06964360453390923,-0.07709958574987785,0.4253047664467172
LS_028_01,19.9275,0.8914,-12.6112,17.3303,16.32378085158802,0.2132532520046252,0.07158544455776186,0.07158544455776186,-0.04495307677777194,0.4714595807870223
LS_028_01,19.9275,0.8914,-12.6112,17.3303,16.492984367871365,0.30228445964610473,0.06961309780421926,0.06961309780421926,0.05119232031191573,0.5533765989802937
LS_028_01,19.9275,0.8914,-12.6112,17.3303,16.66218788415472,0.3780031933637114,0.06838543208806494,0.06838543208806494,0.13133920362751003,0.6246671830999128
LS_028_01,19.9275,0.8914,-12.6112,17.3303,16.831391400438065,0.3961303508163009,0.06746608483225795,0.06746608483225795,0.15278241619807187,0.6394782854345299
LS_028_01,19.9275,0.8914,-12.6112,17.3303,17.00059491672142,0.36710654592936176,0.06545226248346497,0.06545226248346497,0.13102240185841654,0.603190690000307
