mode,R2,RMSE,MAE,Spearman,Coverage@1σ,Coverage@1.96σ,NLPD,Std(StdResid)
hover,,0.06948762205984357,0.049723876309894326,0.8353211729521671,0.746268656716418,0.9530916844349681,-1.2646842917516654,1.0334070077161188
cruise,0.9566227031126899,0.5015398889745237,0.36453652561998373,0.9232068001863066,0.40707964601769914,0.7522123893805309,1.9403476988431756,2.229534859324625
