AR,lambda,twist,alpha,v,std_before,std_after,std_abs_reduction,std_rel_reduction_percent
18.882878279937277,0.7430157501173873,-13.100047024442123,14.930155885426533,23.288618212802938,0.058607326216162665,0.060092063380383275,-0.0014847371642206092,-2.533364444479895
28.37623927610006,0.868622099335127,-12.02213166567343,16.040834256936165,18.867146743913878,0.07456651230938231,0.07149599792156154,0.003070514387820772,4.117819504660439
30.968432605808214,0.910495454563645,-10.285560324867589,11.338563895063901,35.452500889052935,0.06126461707615362,0.06295722683814678,-0.0016926097619931607,-2.7627851813538635
30.921236547816058,0.8103668239360187,-4.780646327780083,16.108044131517566,12.38370129227888,0.24097653762361126,0.1422097378617994,0.09876679976181185,40.98606475792211
29.011895247027084,0.6845901505686085,-12.06453434008008,19.669786253364055,30.57106724957023,0.06492858785523278,0.0668845949537114,-0.00195600709847861,-3.0125514247126346
28.557195492294767,0.544850685293792,-5.571217550264043,13.846591962649677,27.592503151155142,0.062070351357776304,0.06368400033424497,-0.0016136489764686651,-2.5997097505820768
30.971137897662196,0.7043113558347184,-14.171459838652744,15.461889304978099,23.35947480492679,0.05992265553591564,0.058677015431910465,0.0012456401040051718,2.0787464989073734
23.965972669176715,0.6855433048503827,-3.844878588899517,19.419586414370478,13.503224493546925,0.058237592581433587,0.061035683018812965,-0.002798090437379379,-4.80461212998599
28.562880369351525,0.60308689295203,-11.155746731352924,18.821552731800256,30.254896557608213,0.0624849221437936,0.06364613481084952,-0.0011612126670559192,-1.8583885955457786
29.881671812007156,0.6892475185628002,-3.65532960828625,17.77200106444102,19.087721728385525,0.06378432204405278,0.06317480867641073,0.0006095133676420478,0.955584927627021
23.310778597933492,0.95410695342926,-12.246969803757912,13.704159845366686,47.63156129835351,0.07923754255182063,0.08243348802101048,-0.0031959454691898592,-4.033372775411024
29.067915385004707,0.9322879410117564,-3.9460954858641824,18.68257256915317,37.82429016382156,0.059905311071373216,0.06302790978571643,-0.003122598714343214,-5.212557381803499
27.227442284679594,0.7959599327169882,-5.928593342690284,14.555496822948179,32.26366842514615,0.05755839685913344,0.05998895536134737,-0.0024305585022139295,-4.222769630228583
30.331734838225756,0.5039728935267718,-9.233888754170332,11.492067316625631,38.151570633392645,0.07785899966335716,0.07893257904774284,-0.0010735793843856811,-1.3788764163777725
25.31724766974476,0.696818140324972,-4.94771232276363,11.861269189851978,35.349379898220405,0.059620147285330216,0.06255487304152041,-0.002934725756190193,-4.9223725364937065
20.99715660561469,0.6404949076629318,-10.487273562128124,19.13882551683313,13.381556732464084,0.0587540852912113,0.06092672530668069,-0.002172640015469386,-3.697853527462505
28.148088759512532,0.9347493668620095,-12.401760070092088,12.797395733714225,40.649612930835076,0.05853609556252205,0.060875330183978026,-0.0023392346214559726,-3.9962259166354035
26.259467399347102,0.7442074653683962,-6.922430973937011,12.450792164889597,17.004077336090496,0.09193224590792808,0.09200022841247081,-6.798250454273513e-05,-0.07394848659611876
30.954423681995003,0.5886556404745763,-13.125551369206974,18.275957502441727,40.15508862523082,0.06383932943704561,0.06004368773690193,0.0037956417001436815,5.94561649317872
29.218486622924264,0.614870567881566,-5.543280179493333,12.441610600105841,40.08469107043305,0.06155181810006329,0.06277392816249826,-0.0012221100624349654,-1.9854979107980384
20.70976611787192,0.7068393553467341,-9.26351041893881,13.397504525432456,34.83468656991785,0.06450798623908606,0.06619014111427159,-0.0016821548751855264,-2.6076691790547497
29.622277012403824,0.5479107687965324,-10.536467873457033,12.032023231925844,36.0236437931393,0.06312431263146447,0.06600576761326829,-0.0028814549818038243,-4.5647308646772595
25.079312307717522,0.5838557253009777,-10.520338459740486,11.098418634389795,44.827744484893245,0.11554643774903692,0.11506080372396794,0.00048563402506897335,0.42029337687047913
23.191758866989776,0.5422120726961781,-7.082187485306868,18.7452388564611,45.53429532881036,0.08273865758790284,0.08375417296552305,-0.0010155153776202075,-1.2273771502049184
19.293223042701367,0.7922120796846064,-4.079246975110308,15.892106172987788,42.50026811922604,0.07443018737726798,0.07078756959287767,0.0036426177843903035,4.8940059305867205
28.242547568940925,0.5969458350054597,-14.2680529183136,13.193088649736888,22.910802204067714,0.07619558558961056,0.07788149191281335,-0.0016859063232027849,-2.212603670090649
25.78073254171381,0.8486023932744811,-3.270525429437706,17.209295348145794,32.11711262020689,0.05760525804541797,0.060389684497188144,-0.0027844264517701764,-4.833632460382069
20.61730577156871,0.8915819581428219,-6.418022348893931,11.770206773566473,34.12024835485599,0.05841517176654979,0.060109088091981115,-0.0016939163254313244,-2.8997883156124002
23.21649230788968,0.948955371958786,-12.241725835883766,18.225168487183364,28.753424415519007,0.05920101718977859,0.06211356170791455,-0.0029125445181359608,-4.9197541805731495
25.702371593254714,0.7303221065760734,-12.902383039265594,18.213632957969516,30.9530562314087,0.05861783085223078,0.061187103669007856,-0.002569272816777074,-4.383090911797697
22.43575087800694,0.6018886470016853,-12.511026282263288,13.767743848478394,45.496866106460274,0.06782790587623871,0.07036343073758894,-0.0025355248613502246,-3.7381735859229335
29.14700227863149,0.9483709381285419,-14.982618811479806,18.513014173173246,21.05979257442297,0.06183815824169649,0.06366068659473442,-0.001822528353037929,-2.947255230200286
20.331873655662733,0.8212487308985548,-9.993805411286848,13.068758251423844,24.162788972019015,0.0624717369657814,0.06374358910633508,-0.0012718521405536837,-2.0358840690636386
23.007938646323282,0.8502162643611646,-8.548396573344483,17.375599506731156,36.45411788184695,0.06205148907040866,0.06425023799205545,-0.002198748921646794,-3.5434265230152895
21.442441755524413,0.6626612851844098,-10.061464007364494,11.082220261368036,30.904823903206015,0.06224072888766976,0.06462879710069688,-0.002388068213027124,-3.8368255894577317
20.188876295582308,0.5540071574479496,-6.060489862155459,13.763370109898865,35.86840504278379,0.061656836071650394,0.06168623701555695,-2.9400943906555954e-05,-0.04768480801121485
31.104394100776027,0.5041272812728319,-12.764276644019617,11.434132725654848,20.19390237008043,0.06026783978682321,0.06155376759958259,-0.0012859278127593798,-2.133688244522963
26.475210449791422,0.8862611632797122,-14.723940698178676,18.667243510110495,39.367940820548974,0.06284779493176264,0.06539867551064023,-0.00255088057887759,-4.058822718676485
26.986375917887596,0.8708578512401826,-3.5334529383320064,14.98390435734282,27.69478919375967,0.06003305164959084,0.06272776877353778,-0.0026947171239469353,-4.488722545167002
26.845926900273852,0.7758393013018943,-9.17050975332459,12.14448882206592,19.188454856109914,0.0774806625960564,0.07904608771747475,-0.0015654251214183429,-2.020407504230636
22.68393114361062,0.5333371596047928,-7.482741630240868,11.19079262662682,12.09973830498479,0.15597717951090603,0.09804676363607981,0.057930415874826224,37.14031504895605
21.64003453370998,0.5269666947275887,-9.219613727376373,14.106799711260521,39.823543283672706,0.06249259101568738,0.06453595505138139,-0.002043364035694009,-3.269770067912639
20.73426616828151,0.5964725320085804,-6.612901418851962,16.51183437023002,42.812807305500186,0.08006962082731091,0.08003229636722564,3.73244600852668e-05,0.04661500791388263
26.487137540570615,0.5210026674397846,-4.660479776518491,11.746943385556118,43.35497049107205,0.079885006065544,0.07983313244870206,5.187361684193259e-05,0.06493536071008289
23.143355375998734,0.9732476437948717,-13.140609201328788,11.714448346068332,14.823609250160827,0.11920373182308172,0.11984099319273009,-0.0006372613696483675,-0.5345985061895294
25.555228128291603,0.6592977401089318,-10.033016054181747,13.044139083075002,18.281069720728883,0.05923219536703867,0.06231376890560803,-0.00308157353856936,-5.20253135895784
19.148965442222718,0.7504951394642319,-14.29612015658016,11.786626348976428,37.83524388359102,0.07752879809354989,0.0748411488474247,0.00268764924612519,3.466646345893491
22.315278504105265,0.8226720074968638,-13.115416838888255,17.74783471622342,26.917039033702334,0.05759595665111915,0.05976151912790462,-0.002165562476785475,-3.759921013037633
25.720164808329955,0.5220960303439616,-4.073051185955725,13.659240660039845,47.79487049339081,0.1564963513083535,0.15761827064163123,-0.0011219193332777377,-0.7168980771105375
25.94454515901025,0.9878068937720657,-4.651006272647262,13.669989942315928,27.018457048338192,0.05560943412433175,0.058532828437131715,-0.0029233943127999623,-5.257011438497697
24.22682311016344,0.847594042492194,-5.076421938245037,19.393467413250757,22.797899156132967,0.06562511795612035,0.06868316931105115,-0.003058051354930799,-4.659879403150998
30.4592863383334,0.7977608529652926,-7.570436156887303,18.778474014154597,36.52065694751888,0.06353379747246905,0.06349724354220211,3.655393026694154e-05,0.05753462207698409
19.109009427899448,0.8409417263481769,-11.962231687863937,13.138300054312225,34.45020434275666,0.06204170971226128,0.061378809067555835,0.0006629006447054428,1.0684757847258908
25.59054193441896,0.6263361555275753,-13.20190107229136,10.593042430543218,28.091831659201304,0.06610212201500586,0.06897488653025936,-0.0028727645152535064,-4.345949006903832
28.764291787505506,0.6809001771042373,-11.148979522776155,11.196104438924987,33.76010342646494,0.0609935470230054,0.06342053920569724,-0.0024269921826918367,-3.9790966440702813
29.803001399376306,0.5085519617974965,-4.545802368096114,16.325128530929707,41.484380787148645,0.06346376428070766,0.06323403671605311,0.00022972756465454436,0.36198225437500436
24.49638742843563,0.7176035574319881,-10.117926187177002,12.561741602214603,26.562093221403522,0.06220018422936801,0.06510010972604892,-0.0028999254966809093,-4.662245831921026
21.644465248926842,0.7212857317219863,-9.004845109115323,13.992119388016318,21.119699932940076,0.0663277361599283,0.06879393582845587,-0.002466199668527569,-3.718202687607354
25.64294493026988,0.6175673103306174,-8.424768190548127,14.908172103592513,47.313171595820585,0.22714096026104996,0.22678846577477405,0.0003524944862759172,0.1551875477988647
19.536372316182288,0.6014663247963753,-11.040260605381478,14.05116326125761,30.043713277310996,0.05865970168321631,0.05990014993855307,-0.0012404482553367568,-2.114651489425616
18.856322317155932,0.9810426013827354,-6.894944399438634,19.94970524839345,25.277601085601937,0.0633613236296767,0.06220567848331585,0.0011556451463608439,1.8238967877551908
29.51923347570446,0.6844426362793142,-11.305656395574147,19.899881040871136,12.741120983102533,0.14494945261970607,0.12827055797973952,0.01667889463996655,11.506697223428516
27.17412724504746,0.5374387536622858,-9.353508430603386,16.673080925722722,39.71193434464958,0.06154710594393595,0.06466160418402436,-0.0031144982400884147,-5.0603488049063605
20.420049599903862,0.6749796290396537,-8.590292795810969,16.864796353151654,39.62100727401237,0.06605929515960247,0.06624888067343257,-0.0001895855138300956,-0.286992940769422
27.672084468528276,0.5262005314228673,-13.637314777132252,14.128640188180182,18.03567496576808,0.05858712194935192,0.06164244917439846,-0.0030553272250465405,-5.215015046630632
19.559307846295194,0.6315057978100818,-8.890626001400705,15.305327702616982,33.34471983125022,0.060431809160432406,0.06193161313997785,-0.0014998039795454457,-2.4818121455934152
21.73474404916272,0.7617323301892163,-8.167129392266022,15.451777344458169,42.678711217944496,0.08058000743551248,0.0813087929622242,-0.0007287855267117116,-0.904424744928142
30.826468606576377,0.9038107120693732,-14.995131331386306,10.262547349669198,44.4915290717326,0.1588621764604445,0.16058121337757758,-0.001719036917133071,-1.0820932681613475
20.1478689205203,0.597879723121695,-9.086053513351391,17.19204626137974,15.473732848262394,0.057721466359465415,0.05891115069657158,-0.0011896843371061658,-2.0610778140965857
23.750366996902514,0.5096083653402919,-11.957140388211839,14.351691058569093,31.05170265640167,0.06116042563606607,0.06366042643652593,-0.0025000008004598603,-4.087611841251836
19.60019400109256,0.6095954818070228,-9.246828585784893,11.694829795044134,33.15822718340286,0.07054494360903095,0.07180101400389541,-0.0012560703948644586,-1.7805250533982429
30.38238691117135,0.7481904812289829,-13.033425029065988,18.59958364840626,29.739441948126895,0.06296322104068562,0.061636116009923414,0.0013271050307622073,2.1077464094549065
30.251934291562307,0.9927994759672624,-5.463115019665992,16.66306844123516,29.657243703905458,0.06052170046415888,0.06071499405008672,-0.00019329358592783813,-0.3193789738976471
19.781279767593453,0.7688892249472827,-7.250470696694582,16.903136917874193,11.142756748918403,0.06085291022359077,0.06365031437902174,-0.002797404155430977,-4.596993217173221
21.1594998899042,0.9865434199350595,-12.752863726676287,14.812102656302699,27.303348283376238,0.05789566913420712,0.05982733873057278,-0.0019316695963656552,-3.3364664840264298
27.501067853611275,0.5013441562908617,-12.76985987520722,16.459366810767857,29.92434009680005,0.058879150478831126,0.06065383290326499,-0.0017746824244338627,-3.0141101051923567
29.849458459972517,0.9032802706942812,-12.640063226862466,17.692938117321752,36.925457382140976,0.06129529717567166,0.060616463340230006,0.000678833835441657,1.107481106578416
30.23984996167011,0.8641109109686171,-11.832221184939133,12.245933703766884,47.16442851796998,0.2825419748245919,0.2805129656539195,0.0020290091706724467,0.7181266330187218
25.093365580996824,0.6569443097055625,-11.82610324586212,19.978833517671468,45.99932683917486,0.2050513678833509,0.20523398627052053,-0.0001826183871696252,-0.08905982391373886
21.559154614624358,0.5867788056673223,-12.515596034825666,18.646147217201456,27.026227773502587,0.059764891834020645,0.06164054646150281,-0.0018756546274821678,-3.138388726095657
22.523089012778737,0.5780439163611076,-7.727700437566828,13.615748066111427,33.62018130880321,0.05756963370345342,0.06014059354658428,-0.0025709598431308545,-4.465826300674604
20.852817438204667,0.5622105269842844,-7.15127125070701,13.575194763272215,23.049089828016804,0.07111529714685283,0.07312269328680783,-0.0020073961399550005,-2.8227346583530895
29.42401714590648,0.9975961946792342,-11.532018955262487,11.759125401673934,45.25182795978721,0.09122124534797435,0.08806478069498683,0.003156464652987523,3.460229731513543
25.268923554007877,0.6925838085105532,-12.043890622277218,11.053204057181949,14.44135839040111,0.1346511671994922,0.1390068411663394,-0.004355673966847218,-3.2347836691189444
21.772111056466574,0.8328564529610764,-5.338560672288025,17.70536624643077,47.90773757939744,0.22571415901035716,0.22495902622806327,0.000755132782293888,0.33455268628461976
25.449667990183574,0.9961159473734292,-5.3041729884457,15.360873349112726,38.65403084573806,0.05687356526724496,0.059937757190402306,-0.003064191923157343,-5.387726105720499
26.093075006969094,0.5462468622354868,-8.845086124676767,15.073198023249198,24.658159868199327,0.06348294804599576,0.06661039890910035,-0.0031274508631045916,-4.9264423902283765
24.8943268947454,0.7192088358540368,-6.8930742859352385,19.87680651558486,35.13138240024856,0.06549202617037624,0.06728339070279044,-0.0017913645324141997,-2.735240665411694
28.983745502324417,0.9563502780271458,-14.918742144895706,14.333295769253954,29.14356814564704,0.06072869161622826,0.062270767861023445,-0.0015420762447951875,-2.5392877793914224
30.000845911422367,0.5998529012744592,-8.202462140117426,13.91429688340654,12.91122120134092,0.10462153178194346,0.09807205615730906,0.006549475624634399,6.26016032558679
24.32788805815868,0.5948268020929567,-9.208677162044275,11.14111755104394,46.90342556912184,0.32195787066557957,0.31799328646713343,0.003964584198446142,1.2313984405009901
22.5571938669046,0.67869521408627,-8.044124051604966,18.0775759118046,45.48227850433181,0.07446681143050234,0.0759877168860535,-0.0015209054555511692,-2.0423936869790444
20.444887363457696,0.9349473723974998,-9.890744335877162,13.36448624798724,31.47428210872434,0.06453018328159205,0.0646580292445249,-0.00012784596293285988,-0.19811808433113404
22.636209777350132,0.5776209610748216,-7.181936652831217,16.926117790680987,42.38419963394183,0.06576126095708608,0.06553358486918197,0.00022767608790411065,0.3462161226693715
28.85547512768831,0.6832692903153003,-7.132541049242993,15.834454856553421,39.386453715850045,0.062120749906041633,0.06521967637013867,-0.0030989264640970404,-4.988552888985087
26.068911898250043,0.6862204365595058,-5.540823188894562,14.1346576129407,32.22375359282147,0.05758524620580701,0.060486643250674536,-0.0029013970448675264,-5.038438204289459
27.55155874980597,0.7110896427361995,-4.243217305031633,19.99719503754171,15.18244637729182,0.06409453805618279,0.06433708913257165,-0.0002425510763888611,-0.3784270606276158
22.63915489167376,0.6270091059854241,-10.050927031223566,15.5026908744403,18.49794659504733,0.06796258989357015,0.07098907685394497,-0.0030264869603748162,-4.4531660213572115
23.596958939480736,0.9734989472033344,-4.968742075072571,19.009641672067403,23.33543856044944,0.060321605809542274,0.06303164556543779,-0.002710039755895517,-4.492651877425345
23.11224606014705,0.6755707793159189,-13.330154398845298,10.279905960888565,35.48654824303429,0.06291741936893315,0.06469467599084072,-0.001777256621907572,-2.8247449430278624
25.379967893058158,0.972307544457844,-8.210337222808484,11.829618708315875,30.355108577524987,0.06393064631684543,0.0666915074129893,-0.002760861096143874,-4.318525238210206
25.339811057700974,0.7222338925077814,-7.051337209320195,11.185036695723037,28.970325205760357,0.05926045164903142,0.06232787848339785,-0.003067426834366435,-5.17617863011439
25.296757839553766,0.8003126003553891,-14.987264323262433,11.319442652864108,24.908444641369982,0.08086447655061622,0.08188741437556622,-0.0010229378249499987,-1.2650027163778177
30.5743223812592,0.562882143481215,-7.129279848247746,17.27145287789043,37.161736190217724,0.060540993925300324,0.06144298350891308,-0.0009019895836127542,-1.4898823509995418
24.244353290300168,0.7040279355935186,-9.906922136129465,11.556340221529808,29.610873703038287,0.06378574763671158,0.06634621073125727,-0.0025604630945456897,-4.014161767184535
28.24746840773533,0.9629432484914922,-5.636305222329156,19.424607052517047,18.887718167757463,0.06623138181229954,0.06263819807824748,0.003593183734052055,5.425198200205421
29.635328105891176,0.8270469617096384,-4.01008638616876,12.205131485527174,35.464039486973505,0.05907448309541328,0.06140206195349084,-0.002327578858077564,-3.9400748616254666
29.316922947885264,0.8998720929514374,-11.204507575458642,16.466962103309005,18.15207802093048,0.0661854119689379,0.06869173401950303,-0.002506322050565127,-3.7868194455621014
28.000225949998644,0.5292015035075182,-6.547969264768387,12.679944571175028,24.125787932229663,0.061773592008034374,0.06443105939527853,-0.002657467387244157,-4.301947322244953
26.518490509762422,0.8781581259902174,-7.0206178622985185,13.049990634147903,15.052284317079337,0.09247107364328529,0.09016091034881753,0.0023101632944677597,2.4982550796148457
26.49335080496555,0.7524708421692461,-9.747487007270633,13.452990936457006,16.129319241751997,0.05805284935134953,0.06103415795983467,-0.0029813086084851392,-5.135507803314798
22.882739987065253,0.7516308705752102,-11.891863607269606,10.273606362610249,18.689774613977423,0.11037249971162416,0.11074607001545848,-0.00037357030383432244,-0.33846320850788786
25.754206221569255,0.6804965685629387,-13.177824582019175,11.91826929275774,46.595274525450684,0.32504383667592707,0.3209408527193794,0.004102983956547679,1.2622863422075612
30.368575739171824,0.7359168433885344,-10.159808817995572,13.237795549535063,41.394689101805554,0.07544185497415398,0.07596153337349347,-0.0005196783993394877,-0.6888462638114174
27.034407861605402,0.5300154864045854,-9.642258281702663,17.76422483229146,39.60197936578567,0.06273131950367959,0.06607807266724432,-0.003346753163564725,-5.335059408990141
19.288194976423867,0.7251068368196572,-9.144628394711965,15.894619107013376,31.19367496973548,0.06539742609395133,0.0638784336295005,0.0015189924644508218,2.3227098605816767
28.94222162896449,0.7636497308157935,-4.666566757989905,10.472650629342388,36.746038616752166,0.06739416196423373,0.06881137792116267,-0.0014172159569289383,-2.102876444522092
30.316246348038803,0.9211177721325673,-3.762111413715818,15.841916437266546,27.87639900049108,0.05932041058523844,0.06104640573021941,-0.0017259951449809727,-2.9096142928762485
29.484959120774146,0.5794658250972704,-6.9861029823814125,17.606962047045833,25.64349819715114,0.057411116397785684,0.05986134973534755,-0.0024502333375618635,-4.267872654809353
25.66934077918473,0.8020590836406433,-4.641860019489567,14.355861796238916,29.275513762675946,0.0625387284690753,0.06547537114555804,-0.002936642676482748,-4.695718554519197
30.429446353787196,0.66928635459344,-12.593540011239813,14.657501918977408,25.859389839672097,0.06069592195847786,0.061390921976928074,-0.0006950000184502148,-1.145052247374486
24.787125445580415,0.7577205300418961,-12.83325310728017,16.139191725201812,37.666174049178714,0.060773677295222116,0.06277391332715013,-0.0020002360319280113,-3.2912868217787854
23.298527257245553,0.6277087828387481,-11.800206577440642,10.40982413688991,25.814196074476563,0.0628763317209812,0.06598900507794944,-0.003112673356968243,-4.950469074406221
25.25696303432493,0.8100176712943075,-9.902502346433693,14.54650677158882,26.631106087598447,0.057898010376715076,0.06081100015497385,-0.0029129897782587746,-5.031243317871067
30.74475172681408,0.9578657693883488,-10.705718020598342,14.233067402878426,17.699834852032957,0.05762124200794556,0.05766947081222835,-4.822880428279053e-05,-0.08369969581034044
23.684049936176855,0.6759092301188073,-9.63167501998202,19.21781342220906,31.823343473249935,0.06375537326210025,0.06669962158463398,-0.0029442483225337324,-4.618039503007596
23.372284992145218,0.7086512714584938,-4.461887394952646,11.177568999169099,45.52276427723521,0.07507489805258367,0.07739876775221904,-0.0023238696996353697,-3.095401738684605
23.106499225869534,0.8004801194389896,-3.2101500815441693,15.170577324341796,29.005993740246247,0.05678647664259403,0.059367360634255247,-0.0025808839916612175,-4.544891925422548
24.25765053174499,0.9275698818793882,-7.234393270340421,19.584851182250883,40.59269594722706,0.0694941815914072,0.07254015095658414,-0.00304596936517694,-4.3830566752851245
22.568298279831176,0.7260347313823858,-8.941688509321002,17.444800356470562,29.821524702865307,0.060311016192130584,0.061058784664919326,-0.0007477684727887415,-1.2398538774518457
27.680402571780153,0.5009681336170633,-13.84256424649431,15.407789555065857,33.212637822985016,0.06227706221355733,0.06485616363105313,-0.002579101417495802,-4.141334426874021
25.292638444065243,0.6324883013239722,-12.885848870011415,10.506641636742991,32.33382194592177,0.062092137759525434,0.06499861499176435,-0.002906477232238913,-4.680910236164379
30.986860240699734,0.6134446602697026,-7.415671684201877,17.658814716951294,22.550703950405044,0.0706223772427633,0.06696221078268783,0.00366016646007547,5.18272904846251
28.445622139187215,0.6035007462756081,-3.709444072444887,15.105758078173544,37.99390820738111,0.06675480461595001,0.06966235774611425,-0.0029075531301642338,-4.355571328373747
23.481165094543677,0.5200663824954775,-9.87170213864528,11.975174334359503,26.214800748690642,0.05915109969590025,0.061497980293308434,-0.002346880597408181,-3.967602647243501
21.297087416097842,0.5553301974178236,-14.782576563127412,13.697632770389976,11.079631654560403,0.07918099668642083,0.08097431211197195,-0.0017933154255511258,-2.2648305787980454
25.36608640792616,0.556006791034677,-7.980483769466079,11.755900640566582,32.590377521587776,0.05861368463988231,0.061720463037061246,-0.003106778397178933,-5.30043182964307
18.880840780737483,0.8680779176841752,-3.626628267975182,17.621477932421094,46.62693289139286,0.32598718172521995,0.32172027126261304,0.00426691046260691,1.3089197066047709
22.929509655988088,0.6613374690930632,-9.390456361212525,14.2276984452649,29.907219818713877,0.057540375719438375,0.059969063798171865,-0.0024286880787334902,-4.2208415366899095
28.2297388935242,0.6975648587510146,-12.879225487357795,14.336378313972531,31.062838358678285,0.06265413884773399,0.06392704421407513,-0.0012729053663411427,-2.0316381164134056
