% Model:              Lifting Surface.mph
% Version:            COMSOL 6.3.0.420
% Date:               Aug 21 2025, 08:36
% Table:              Accumulated Probe Table 24 - 
% 
AR                                              lambda                                            aoa_root (rad)                                    aoa_tip (rad)                                     rot (1/s)                                         Max Wall Resolution (1), Max Wall Res             Thrust (N), Thrust                                Torque (N*m), Torque                              Thrust over Torque (1/m), T Over Q                Ideal Power (W), Ideal Power                      Mechanical Power (W), Mechanical Power            Main Rotor Power (W), Electrical Power            Motor Efficiency (1), Motor Efficiency            Propeller Efficiency (1), Propeller Efficiency    System Efficiency (1), System Efficiency          CB Power in VTOL (W), CB VTOL Power               Total Power in VTOL (W), VTOL Power               Time in VTOL in minutes (1), Time in VTOL         Thrust Coefficient (1), Thrust Coefficient        Torque Coefficient*10 (1), Torque Coefficient*10  Open Air Efficiency (1), Open Air Efficiency
12.89321353519506                                 0.32651586284443973                               0.3831518719137976                                0.19475389419929948                               70.99971524273022                                 8.593625217897362                                 6.786058367862581                                 0.2384193909195001                                28.462694840764133                                27.696419828911633                                106.35993161617169                                119.8948850820694                                 0.8871098341131657                                0.2604027607770714                                0.2310058499155581                                42.36290568998253                                 162.25779077205195                                27.090224630108295                                0.024517106300421292                              0.018720542240572832                              0.20843513013018908
8.793385981276565                                 0.9106846421337687                                0.6182193342264368                                0.10373759194676307                               61.701491749173876                                16.81623853020344                                 7.262165842146211                                 0.2772126591833781                                26.197093103681972                                30.601768257462307                                107.47033218750687                                122.74397088151782                                0.8755650596577632                                0.28474619585310695                               0.24931381995944663                               48.950783914244624                                171.6947547957624                                 25.601248012664914                                0.03446988150063653                               0.028540524367414975                              0.1922197349282646
9.646863679867032                                 0.8461587295551607                                0.6020288606848596                                0.30619587316030283                               85.85758967079272                                 15.001375747300617                                18.289317340738265                                0.830816873823282                                 22.013656579426282                                122.38473727336763                                448.1917611764241                                 557.1170335811381                                 0.8044840386506503                                0.27306333555112505                               0.2196750949915868                                123.24832971191563                                680.365363293054                                  6.460646348492442                                 0.04495106861222571                               0.04432072265860877                               0.1614185044320132
4.451432658901169                                 0.5173562736437772                                0.41550660947148377                               0.29885530881759553                               76.78268855288138                                 11.12290984633044                                 28.51177950630586                                 1.3778801866665973                                20.69249545947989                                 237.61367995929044                                664.7443251254875                                 947.2420897868171                                 0.701768145960546                                 0.3574512349758454                                0.25084789044030653                               172.70183098458378                                1119.9439207714008                                3.9248393767541296                                0.08673878918709352                               0.09075350863732581                               0.15211430680988552
2.034142044836009                                 0.7783563897370354                                0.5612076861007712                                0.07907433781490152                               79.50432894542196                                 15.533967457970325                                39.4008471502484                                  2.008800626470362                                 19.614115323868212                                374.58473263408985                                1003.4771317184571                                1595.4266590983825                                0.6289710191288568                                0.37328676538209954                               0.23478655724969363                               223.09870262722384                                1818.525361725607                                 2.417123287095099                                 0.09914407875330683                               0.10619835094007239                               0.14858300597139365
2.8417808320944595                                0.8227094481232831                                0.650341674716985                                 0.25699679880834836                               66.87179937962526                                 15.508426588988957                                35.95520365219046                                 2.0168720928855106                                17.82721064911452                                 331.9159202656564                                 847.4249266133719                                 1441.284289203964                                 0.5879651453644954                                0.3916758993532522                                0.23029177709900442                               223.80643961265713                                1665.090728816621                                 2.639856149534837                                 0.1365190930009529                                0.16353978980387326                               0.13285872816383693
7.105892049723248                                 0.937199902582867                                 0.7695860634503023                                0.16175470844910708                               83.98121315314367                                 17.303106398097007                                22.205319983595018                                0.9798610270863353                                22.661703414844077                                163.4178630895589                                 517.0428023004097                                 664.8826081699862                                 0.777645250375117                                 0.3160625432990952                                0.24578453561802124                               138.33965340856773                                803.2222615785539                                 5.472457886515036                                 0.05661408394259885                               0.05412200653825847                               0.16648331952945436
8.572421995254391                                 0.3287456682722173                                0.6410700076593312                                0.2624853542314943                                64.57981433157732                                 7.559323139802006                                 12.567453537762955                                0.6514223353355761                                19.292328273160766                                69.77924162034604                                 264.32564801411                                   330.88081224282143                                0.7988545670642603                                0.2639896738912798                                0.2108893566458535                                102.71375375865335                                433.59456600147473                                10.137580921586203                                0.05480886359509491                               0.06172334442393395                               0.14132580870044845
8.114971133303639                                 0.5705413359814133                                0.7094806178457221                                0.04602380607399363                               93.93628283613884                                 13.062135286932014                                21.492515218750736                                0.897141190489623                                 23.956669748962252                                155.9119169454881                                 529.5098410177815                                 656.777941335777                                  0.8062235463341638                                0.2944457399428245                                0.2373890886596909                                130.1605969901913                                 786.9385383259682                                 5.585696704282185                                 0.04413571146298238                               0.039988960548482104                              0.17565889560182396
13.412200686211579                                0.5907691953918807                                0.7284191162242353                                0.20311623405348464                               99.73866616378533                                 15.54856404997003                                 13.355698807540968                                0.583246090291854                                 22.89890841935663                                 76.44850938447101                                 365.50663121637297                                425.9954679940225                                 0.8580059147988437                                0.20915765366570038                               0.179458503970619                                 94.11158094114397                                 520.1070489351664                                 8.451337102620062                                 0.024422590965584436                              0.023172561085105507                              0.1677404608411039
