Time (s),ESC signal (µs),Servo 1 (µs),Servo 2 (µs),Servo 3 (µs),AccX (g),AccY (g),AccZ (g),Torque (N·m),Thrust (N),Voltage (V),Current (A),Motor Electrical Speed (RPM),Motor Optical Speed (RPM),Electrical Power (W),Mechanical Power (W),Motor Efficiency (%),Propeller Mech. Efficiency (N/W),Overall Efficiency (N/W),Vibration (g),App message,
0,1000,,,,-0.0625,-0.017578125,-1.03125,0.00016092578983522093,0.002904637553343884,22.207199096679688,0.0703125,0,0,1.5614436864852905,0,0,0,0,0.05859375,,
0,1175,,,,-0.0625,-0.015625,-1.01953125,0.012130006476725888,0.16967747693000806,22.20800018310547,0.119140625,460,0,2.6458750218153,0.5849160721367966,22.10671582422262,0.2900885870859177,0.06412905958558639,0.087890625,,
0.014999999999068677,1175,,,,-0.0625,-0.0078125,-1.052734375,0.014287746665400551,0.16967747693000806,22.206401824951172,0.130859375,460,0,2.9059158638119698,0.6888724544503413,23.705863718527656,0.24631189102400028,0.05839036120867787,0.087890625,,
0.031,1175,,,,-0.041015625,-0.0546875,-1.03515625,0.013570804997786061,0.16967747693000806,22.20400047302246,0.13671875,460,0,3.0357031896710396,0.6532733538022139,21.519671489128854,0.25973426888214995,0.055893961408129286,0.0859375,,
0.045999999999068675,1175,,,,-0.01953125,-0.044921875,-1.037109375,0.006261361239858931,0.16907322751197668,22.20800018310547,0.12890625,460,0,2.8627500236034393,0.30130913420095,10.525163975780258,0.5611287821072753,0.05905972443208944,0.0859375,,
0.060999999999068674,1175,,,,-0.041015625,-0.068359375,-0.9921875,0.00469422014080117,0.1759107867160161,22.20800018310547,0.126953125,459,0,2.8193750232458115,0.22587790876164432,8.011630481907366,0.7787870344666791,0.062393539442474895,0.0859375,,
0.076,1175,,,,-0.0625,-0.01171875,-1.0234375,0.0010709084432343576,0.1759107867160161,22.20720100402832,0.126953125,460,0,2.819273564964533,0.05155399224749451,1.828626809691775,0,0.06239578482275773,0.0859375,,
0.093,1175,,,,-0.0625,-0.01171875,-1.0546875,-0.003660942163900214,0.1688082058374015,22.20880126953125,0.12890625,460,0,2.8628532886505127,0.17627941988344156,6.157473056069033,0.9576172076639454,0.05896502154218809,0.0859375,,
0.10799999999906867,1175,,,,-0.015625,-0.060546875,-1.017578125,0.005186955368103241,0.15312952356953433,22.20800018310547,0.130859375,460,0,2.906125023961067,0.249771315897908,8.594651428914373,0.6130788998690497,0.05269199442796779,0.0859375,,
0.12299999999906867,1175,,,,-0.041015625,-0.01171875,-1.0234375,0.008759533114659388,0.15383978165739579,22.20600128173828,0.1171875,460,0,2.602265775203705,0.42158519374828346,16.200697014327133,0.3649079330552798,0.05911762861552957,0.0859375,,
