Time (s),ESC signal (µs),Servo 1 (µs),Servo 2 (µs),Servo 3 (µs),AccX (g),AccY (g),AccZ (g),Torque (N·m),Thrust (N),Voltage (V),Current (A),Motor Electrical Speed (RPM),Motor Optical Speed (RPM),Electrical Power (W),Mechanical Power (W),Motor Efficiency (%),Propeller Mech. Efficiency (N/W),Overall Efficiency (N/W),Vibration (g),App message,
0,1179,,,,-0.01953125,-0.06640625,-0.94921875,0.0016376426666700188,0.014302864581158942,22.19900131225586,0.12451171875,543,0,2.7640358079224825,0.09314479266150569,3.3698837183848065,0.15355517117458722,0.005174630712150336,0.130859375,,
0,1179,,,,-0.08203125,0.0078125,-1.046875,0.001385943344474239,0.019987474170515128,22.198400497436523,0.12890625,543,0,2.861512564122677,0.07880599464838459,2.7539978554155344,0.25362885475521174,0.006984933220673512,0.130859375,,
0.015,1179,,,,-0.041015625,-0.021484375,-1.05859375,0.0002369475367230425,0.018031710568884075,22.197601318359375,0.1328125,543,0,2.9481189250946045,0.013483144055396936,0.45734735938321297,0,0.006116344362975602,0.130859375,,
0.028995000001043082,1179,,,,-0.01953125,-0.033203125,-0.9921875,0.000085408707765836,0.015968487428701873,22.198001861572266,0.11474609375,544,0,2.5471340026706457,0.004861838546234376,0.19087486332233736,0,0.0062691980131234035,0.1328125,,
0.04399500000104308,1179,,,,-0.0625,0.0078125,-1.005859375,0.0010374004989740675,0.012809176995297867,22.197999954223633,0.12451171875,544,0,2.763911127112806,0.05905873690841336,2.1367813287870216,0.21688877320830585,0.004634438810150307,0.1328125,,
0.05999500000104308,1179,,,,-0.041015625,-0.01171875,-1.02734375,0.0017710330981713664,0.011906516871468152,22.197601318359375,0.12109375,544,0,2.6879907846450806,0.10083424101553186,3.751286707958186,0.11808009612165522,0.004429522950555902,0.1328125,,
0.07499500000104307,1179,,,,0,-0.0234375,-0.994140625,0.0023331429400755424,0.015388205920525626,22.199199676513672,0.1328125,544,0,2.948331207036972,0.13284095035881752,4.505631865299172,0.11583932423669394,0.005219293505355709,0.130859375,,
0.0910000000037253,1179,,,,-0.08203125,0.01953125,-1.06640625,0.001724899857191078,0.015388205920525626,22.197601318359375,0.130859375,544,0,2.904764235019684,0.09820251252920005,3.380739522515313,0.15669869868095296,0.005297574837574159,0.1328125,,
0.106,1179,,,,-0.01953125,-0.03125,-1.015625,0.0005954297646863102,0.015388205920525626,22.196802139282227,0.12109375,544,0,2.687894009053707,0.033895907502181515,1.2610581886044985,0.4539841843601695,0.005725004731843261,0.1328125,,
0.122,1179,,,,-0.0625,-0.001953125,-1.0390625,-0.0006934826353367284,0.017118304491199245,22.19700050354004,0.13427734375,544,0,2.980554266832769,0.03947691998178253,1.324482510554386,0.4336281680308103,0.0057433292464054665,0.130859375,,
0.137,1179,,,,-0.041015625,-0.03125,-0.97265625,-0.0010436559342263591,0.0174299371529976,22.198400497436523,0.123046875,544,0,2.7314438112080097,0.05940583737778089,2.1748877693921163,0.29340445185807257,0.006381217538313199,0.1328125,,
0.1520000000037253,1179,,,,-0.03125,-0.00390625,-1.04296875,0.0008261497294294324,0.008467811637831139,22.195999145507812,0.119140625,544,0,2.6444452106952667,0.04702430043616163,1.7782293331688348,0.1800731017641977,0.0032021127167179302,0.1328125,,
0.16700000000372528,1179,,,,-0.03125,-0.017578125,-1.0234375,0.0013555302393379758,0.008467811637831139,22.19700050354004,0.12451171875,543,0,2.7637866837903857,0.07710176031046899,2.789714588418526,0.1098264372140589,0.003063844140900914,0.1328125,,
0.18099500000104307,1179,,,,-0.0625,-0.041015625,-1.015625,0.0014015404146146652,0.01332498278034342,22.200000762939453,0.130859375,542,0,2.90507822483778,0.07961876872371668,2.7406755536905583,0.16735981972519753,0.004586789665909078,0.130859375,,
0.197,1179,,,,-0.046875,0.005859375,-1.060546875,0.0021048337655118444,0.014797178458494263,22.200000762939453,0.1318359375,542,0,2.926757913082838,0.11953673531058823,4.084271363075491,0.12378770777073056,0.0050558258994875226,0.12890625,,
0.213,1179,,,,0,-0.060546875,-1,0.0009908612814711676,0.012357846933383008,22.196001052856445,0.1171875,542,0,2.6010938733816147,0.056211915553275885,2.1610875381516403,0.21984390340995638,0.004751019199978696,0.130859375,,
0.227,1179,,,,-0.0625,0,-1.02734375,0.00043972535362004305,0.012357846933383008,22.2007999420166,0.123046875,541,0,2.731739055365324,0.024934047606221785,0.9127536379160959,0.4956213739761754,0.004523802121257279,0.130859375,,
0.2430000000037253,1179,,,,-0.01953125,-0.03125,-1.080078125,0.0005071866563153515,0.018203645830565926,22.200000762939453,0.1171875,542,0,2.601562589406967,0.02877098721537137,1.1059117828846774,0.6327084188769279,0.006997196955663286,0.130859375,,
0.2580000000037253,1179,,,,-0.041015625,-0.02734375,-0.98828125,0.0008852672131463389,0.017247255937460636,22.19933319091797,0.1155598983168602,543,0,2.56535268624458,0.05030408505001945,1.9609032831918172,0.3428599470661472,0.006723151958769807,0.130859375,,
0.27300000000372526,1179,,,,-0.0625,0.033203125,-1.046875,0.0008852672131463389,0.01629086604435534,22.197002410888672,0.1318359375,543,0,2.9263626225292683,0.05032232180324632,1.7196201665449278,0.32373041347437204,0.005566933475344581,0.130859375,,
0.2880000000037253,1179,,,,0,-0.0390625,-1.00390625,0.0010108484466538402,0.01985852272425374,22.196802139282227,0.119140625,543,0,2.6445408798754215,0.05743605549393858,2.1718724762781605,0.3457501138174344,0.007509251558701272,0.130859375,,
0.305,1179,,,,-0.08203125,-0.01171875,-1.052734375,0.0012640077617743185,0.01985852272425374,22.197601318359375,0.125,542,0,2.774700164794922,0.0717767090814966,2.586827578424194,0.2766708446009416,0.007156997709596303,0.130859375,,
0.319,1179,,,,-0.041015625,-0.01953125,-0.97265625,0.0011808919299717,0.01980479295497816,22.200000762939453,0.115234375,542,0,2.558203212916851,0.0670482895830725,2.6209133521736283,0.2953810317627882,0.007741680901259142,0.130859375,,
0.334,1179,,,,-0.046875,-0.00390625,-1.046875,0.0009584564671500272,0.0199659822628049,22.196001052856445,0.1220703125,543,0,2.7094727847725153,0.05446840851479766,2.0102954648932108,0.3665607791235659,0.007368954718798264,0.12890625,,
0.3490000000037253,1179,,,,-0.03125,-0.021484375,-1.05078125,-0.00031987618345503016,0.014657481058377761,22.198400497436523,0.13671875,543,0,3.0349375680088997,0.018182101739224327,0.5990931059301122,0.8061488857889907,0.004829582398294257,0.12890625,,
0.3640000000037253,1179,,,,-0.01953125,-0.04296875,-1,0.00011416412817041711,0.0199659822628049,22.198001861572266,0.13427734375,542,0,2.980688726529479,0.0064817660295219985,0.2174586689254516,0,0.006698445927982556,0.130859375,,
0.3790000000037253,1179,,,,-0.046875,0,-1.033203125,0.0013061653928512801,0.014657481058377761,22.201601028442383,0.126953125,541,0,2.8185626305639744,0.07399978012383222,2.6254438812674317,0.198074656895598,0.005200338959806937,0.130859375,,
0.3969950000010431,1179,,,,-0.0625,0.01953125,-1.05078125,0.0022521227520147214,0.014861654181624957,22.200000762939453,0.1171875,541,0,2.601562589406967,0.1275331891588717,4.902176471869671,0.11653165955970389,0.005712587597215068,0.130859375,,
0.41199500000476835,1179,,,,0.01953125,-0.044921875,-1.01171875,0.001844870085065737,0.011627122071235145,22.196800231933594,0.130859375,542,0,2.904659405350685,0.10464266729664076,3.60257960378687,0.11111263093356182,0.004002920979243479,0.130859375,,
0.42699500000476837,1179,,,,-0.08203125,0.01171875,-1.001953125,0.0008382747473347094,0.011627122071235145,22.200000762939453,0.11328125,542,0,2.514843836426735,0.04757931968986091,1.8919393324026403,0.24437344096184857,0.004623397247502958,0.130859375,,
0.4419950000010431,1179,,,,-0.041015625,-0.01171875,-1.04296875,0.0005727676903484764,0.01418465908875267,22.200000762939453,0.12451171875,542,0,2.7641602512449026,0.03250782945185437,1.1760472077266044,0.43634593043995207,0.0051316341309677275,0.130859375,,
0.4569950000010431,1179,,,,-0.041015625,0,-0.98046875,-0.0007073783197237463,0.014635989150667529,22.198400497436523,0.126953125,542,0,2.818156313151121,0.04011468634838,1.423437236649438,0.36485363548800603,0.005193462506805487,0.12890625,,
0.47100000000372527,1179,,,,-0.041015625,-0.00390625,-1.087890625,-0.000544142689016498,0.015635362859193286,22.197601318359375,0.13671875,541,0,3.034828305244446,0.03085207678165033,1.0166004030058395,0.5067847772404294,0.005151976087798452,0.130859375,,
0.4870000000037253,1179,,,,-0.041015625,-0.05078125,-0.98828125,0.0008190933173277414,0.009048093146007387,22.19700050354004,0.12451171875,541,0,2.7637866837903857,0.046395121113041726,1.6786795227413605,0.1950225137673788,0.0032738030033484388,0.12890625,,
0.5029950000010431,1179,,,,-0.03125,-0.01953125,-1.025390625,0.0010822887361292075,0.016634736567719043,22.196802139282227,0.138671875,541,0,3.0780721716582775,0.06127529907677357,1.990703780144381,0.2714754039287006,0.005404271128170871,0.12890625,,
0.519,1179,,,,-0.08203125,0.015625,-1.041015625,0.0018787438434585133,0.009048093146007387,22.197599411010742,0.119140625,540,0,2.6446358673274517,0.10633715795066005,4.0208619743979925,0.08508872458492506,0.003421300171335488,0.126953125,,
0.534,1179,,,,-0.01953125,-0.037109375,-1.015625,0.0013332357885689622,0.007307248621478649,22.199199676513672,0.130859375,540,0,2.9049733951687813,0.07540032831165609,2.595560029467164,0.09691268970706889,0.0025154270375182183,0.126953125,,
0.5519950000047684,1179,,,,-0.041015625,0.0234375,-1.06640625,0.000633755252853916,0.010058212808388258,22.199199676513672,0.138671875,540,0,3.0784046426415443,0.035834929875165046,1.1640747086586867,0.28068180525055186,0.003267345906728304,0.126953125,,
0.5669950000010431,1179,,,,-0.046875,-0.01171875,-1.0078125,0.0007343419569466557,0.01566760072075863,22.197601318359375,0.125,541,0,2.774700164794922,0.04157856246726146,1.4984884851633882,0.3768192017964821,0.0056465923488048745,0.125,,
0.583,1179,,,,-0.01953125,-0.03515625,-1.009765625,0.0017048293975109204,0.013163793472516682,22.197599411010742,0.123046875,541,0,2.7313452400267124,0.0966203516008303,3.5374638908659293,0.13624245052326597,0.004819527491291413,0.125,,
0.5980000000037253,1179,,,,-0.08203125,0.01171875,-1.01953125,0.001120838643876682,0.01057401859343381,22.19839859008789,0.12890625,541,0,2.861512318253517,0.06353589871406126,2.2203608318848502,0.16642589162107269,0.003695255311669429,0.125,,
0.6140000000037253,1179,,,,-0.01953125,-0.015625,-0.99609375,0.0009176523362008955,0.01785977530720223,22.198999404907227,0.1171875,541,0,2.6014452427625656,0.0520204836659071,1.9996762880415169,0.3433219772023587,0.006865328169750868,0.125,,
0.6290000000037252,1179,,,,-0.01953125,-0.046875,-1.03125,0.001877854776982573,0.007135313359796798,22.195201873779297,0.126953125,541,0,2.8177502378821373,0.10645421778280474,3.7779862938745525,0.06702706110109002,0.0025322731815861027,0.123046875,,
0.644,1179,,,,-0.01953125,-0.02734375,-1.03125,0.0019400983832405768,0.01188502496375792,22.199199676513672,0.134765625,542,0,2.991689018905163,0.11005004010620183,3.678525388527037,0.10799655277079852,0.0039726806124078225,0.123046875,,
0.659,1179,,,,-0.041015625,-0.048828125,-0.9921875,0.0013242469771583222,0.0188698949695831,22.195201873779297,0.1328125,542,0,2.947800248861313,0.07515748177560265,2.549612437431429,0.25107141064043176,0.006401347912522984,0.123046875,,
0.675,1179,,,,-0.0625,-0.0078125,-1.044921875,0.0008110277002115896,0.0188698949695831,22.200000762939453,0.12451171875,542,0,2.7641602512449026,0.046035585878398136,1.6654456216011704,0.40989800845431756,0.0068266284348328255,0.123046875,,
0.69,1179,,,,0.01953125,-0.05078125,-1.029296875,0.0004169443157388094,0.012637241733616016,22.200000762939453,0.1328125,542,0,2.948437601327896,0.02364323383801778,0.8018902562960638,0.5344971766635247,0.004286080779842363,0.123046875,,
0.7069950000010431,1179,,,,-0.0625,0.00390625,-1.03125,0.001280114293282622,0.012637241733616016,22.200000762939453,0.126953125,541,0,2.8183594718575478,0.07257378155365908,2.5750363741154194,0.17412957493846978,0.004483899892758165,0.123046875,,
0.7210000000037253,1179,,,,-0.03125,-0.00390625,-1.048828125,0.0014863726315354462,0.014969113720176116,22.196001052856445,0.14453125,542,0,3.208015777170658,0.08436331304434845,2.629766151547843,0.1774362952330605,0.004666159632599524,0.123046875,,
0.7360000000037253,1179,,,,-0.03125,0.005859375,-1.041015625,0.002170013994257567,0.012658733641326247,22.199199676513672,0.1328125,543,0,2.948331207036972,0.12333954685595962,4.1833680884148015,0.10263321022339716,0.004293524964601274,0.12109375,,
0.7520000000037252,1179,,,,-0.03125,-0.037109375,-1.029296875,0.0017068669602295925,0.012766193179877403,22.200000762939453,0.1171875,543,0,2.601562589406967,0.09704683052711224,3.730328492663108,0.1315467296617263,0.004907125137737889,0.123046875,,
0.7679950000047684,1179,,,,-0.0625,0,-1.005859375,0.0008399951286929602,0.005738339358631763,22.196001052856445,0.119140625,542,0,2.644445437937975,0.04770586002325067,1.804002432375752,0.1202858381723972,0.0021699594464336057,0.123046875,,
0.784,1179,,,,-0.041015625,-0.00390625,-1.0625,-0.00007522569378966786,0.013153047518661568,22.199199676513672,0.1328125,542,0,2.948331207036972,0.0042712604997556525,0.1448704436449053,0,0.004461183834186723,0.123046875,,
0.801,1179,,,,-0.046875,-0.001953125,-1.02734375,-0.00032815428528846667,0.01353990185744573,22.199199676513672,0.1171875,542,0,2.601468712091446,0.018630478031508524,0.7161523006183144,0.7267608396599684,0.005204714473217843,0.123046875,,
