Time (s),ESC signal (µs),Servo 1 (µs),Servo 2 (µs),Servo 3 (µs),AccX (g),AccY (g),AccZ (g),Torque (N·m),Thrust (N),Voltage (V),Current (A),Motor Electrical Speed (RPM),Motor Optical Speed (RPM),Electrical Power (W),Mechanical Power (W),Motor Efficiency (%),Propeller Mech. Efficiency (N/W),Overall Efficiency (N/W),Vibration (g),App message,
0,1173,,,,-0.041015625,-0.04296875,-1.0078125,0.0026677744357839275,0.12297669591794361,22.200000762939453,0.13427734375,444,0,2.980957133695483,0.12404637443659794,4.161293466263906,0,0.04125409739303758,0.07421875,,
0,1173,,,,-0.03125,-0.01171875,-1.029296875,0.003703801323273653,0.11508916578828872,22.199199676513672,0.126953125,443,0,2.8182577714323997,0.1719401928850829,6.10093919115472,0.6693558024865609,0.04083699048217077,0.07421875,,
0.016000000001862646,1173,,,,-0.03125,-0.037109375,-1.0546875,0.004277852517612069,0.12280476065626177,22.198402404785156,0.130859375,443,0,2.9048690646886826,0.1985186321910581,6.833995879684633,0.6186057162537375,0.042275489160274037,0.07421875,,
0.03299500000104308,1173,,,,-0.03125,-0.021484375,-1.03125,0.004512198195946102,0.12280476065626177,22.202402114868164,0.134765625,443,0,2.99212059751153,0.2093788525424974,6.997674248712851,0.586519408073154,0.04104271758243813,0.07421875,,
0.046995000001043084,1173,,,,-0.0625,0,-1.03125,0.004498981445103236,0.126823747398075,22.202402114868164,0.126953125,443,0,2.8186643309891224,0.20860431689304298,7.4008215380452835,0.6079631969605928,0.04499427122404822,0.07421875,,
0.06299500000104308,1173,,,,-0.041015625,-0.0390625,-0.9921875,0.004493779060405247,0.12744701272167175,22.200000762939453,0.1328125,443,0,2.948437601327896,0.20829783830743784,7.064685317187183,0.6118499056796064,0.04322527044977078,0.07421875,,
0.07800000000186265,1173,,,,-0.041015625,-0.03125,-1.037109375,0.004125086161647891,0.12744701272167175,22.20199966430664,0.1220703125,443,0,2.7102050371468067,0.19119436644243823,7.054608925224339,0.6665835144260983,0.047024860102777594,0.07421875,,
0.09299500000104308,1173,,,,-0.041015625,-0.001953125,-1.01171875,0.0040091216582000865,0.12896219221524302,22.199199676513672,0.138671875,443,0,3.0784046426415443,0.18602453066767072,6.042887542816501,0.6932536894590077,0.041892540840434166,0.07421875,,
0.108,1173,,,,-0.0625,-0.0234375,-1.00390625,0.0031767406504845065,0.13047737170881435,22.201602935791016,0.138671875,443,0,3.0787379071116447,0.14749040803037783,4.79061266273061,0.8846498796175316,0.04238014915378857,0.07421875,,
0.12299499999918044,1173,,,,-0.041015625,0.00390625,-1.01953125,0.0032353784776753837,0.1283281809377912,22.201601028442383,0.1484375,443,0,3.295550152659416,0.15023340739742164,4.558674589618596,0.8541920413102047,0.03893983553375268,0.07421875,,
0.14100000000186264,1173,,,,-0.015625,-0.03125,-1.00390625,0.003993318210803644,0.11876428200673828,22.201000213623047,0.13427734375,443,0,2.9810913372784853,0.1851758992580988,6.211681505443259,0.6413592831603006,0.03983919597551185,0.07421875,,
0.15600000000186265,1173,,,,-0.08203125,0.01953125,-1.015625,0.0047171163773120925,0.12402979939574495,22.20133399963379,0.1399739533662796,442,0,3.107608489933938,0.21848761811485665,7.030731793357319,0.5676742712740078,0.03991165547317114,0.07421875,,
0.1719950000010431,1173,,,,-0.01953125,-0.015625,-1.0859375,0.004786587079645933,0.12402979939574495,22.199199676513672,0.123046875,442,0,2.731542147696018,0.22164625146242214,8.114326613974262,0.5595844665876198,0.045406511299985144,0.07421875,,
0.19,1173,,,,-0.041015625,-0.00390625,-1.041015625,0.0037671088162518074,0.1266733040441034,22.201000213623047,0.12939453125,442,0,2.872688015922904,0.1744014893932503,6.071020884501466,0.7263315496031879,0.044095740067132655,0.07421875,,
0.2039950000010431,1173,,,,-0.015625,-0.04296875,-1.001953125,0.0038721816606907614,0.11784012997519833,22.200000762939453,0.125,442,0,2.7750000953674316,0.17923912536864034,6.459067358875448,0.6574464684138411,0.0424649102433978,0.07421875,,
0.21900000000186265,1173,,,,-0.041015625,-0.001953125,-1.05859375,0.003935676874623493,0.11784012997519833,22.200801849365234,0.130859375,442,0,2.9051830545067787,0.18217246457674494,6.270601926241542,0.6468602719350874,0.040562032672052876,0.07421875,,
