% Model:              Lifting Surface.mph
% Version:            COMSOL 6.3.0.420
% Date:               Aug 18 2025, 09:19
% Table:              Accumulated Probe Table 24 - 
AR                                              lambda                                            aoa_root (rad)                                    aoa_tip (rad)                                     rot (1/s)                                         Max Wall Resolution (1), Max Wall Res             Thrust (N), Thrust                                Torque (N*m), Torque                              Thrust over Torque (1/m), T Over Q                Ideal Power (W), Ideal Power                      Mechanical Power (W), Mechanical Power            Main Rotor Power (W), Electrical Power            Motor Efficiency (1), Motor Efficiency            Propeller Efficiency (1), Propeller Efficiency    System Efficiency (1), System Efficiency          CB Power in VTOL (W), CB VTOL Power               Total Power in VTOL (W), VTOL Power               Time in VTOL in minutes (1), Time in VTOL         Thrust Coefficient (1), Thrust Coefficient        Torque Coefficient*10 (1), Torque Coefficient*10  Open Air Efficiency (1), Open Air Efficiency
14.89321353519506                                 0.32651586284443973                               0.19498453810839197                               0.09484932597466644                               26.079863316510508                                8.54550762407131                                  0.29621800187647285                               0.01157924637661166                               25.58180318839998                                 0.2526045209906892                                1.8974287379554826                                2.5582265394268435                                0.7416969172638601                                0.1331299120423757                                0.09874204535743884                               -0.661642757102311                                1.8965837823245315                                2317.6408239727607                                0.00793363939350475                               0.006740517383406212                              0.18732655883260918
10.793385981276565                                0.9106846421337687                                0.3360250154959756                                0.06071821262996527                               21.61671603960346                                 10.17110317578682                                 0.3120408155197858                                0.012959469143575434                              24.078209690747848                                0.27276238184543333                               1.7601788487268095                                2.2281079355430924                                0.7899881422475941                                0.15496287893854116                               0.12241883684999692                               -0.37513856232774984                              1.8529693732153425                                2372.1924730858304                                0.012102561073538146                              0.010910595154907112                              0.17654237844750736
11.646863679867032                                0.8461587295551607                                0.3263107313710292                                0.1366400680850427                                33.21164304198051                                 11.763189166217442                                0.9823184046350603                                0.0329693905902174                                29.794860840604436                                1.524005160641621                                 6.879884534668219                                 8.101835403564797                                 0.8491760436951207                                0.22151609564986927                               0.18810616171874592                               3.7429186940273116                                11.84475409759211                                 371.1009923704175                                 0.016161418079295095                              0.01177806923110567                               0.21838635214517893
6.451432658901169                                 0.5173562736437772                                0.21439738064300368                               0.13388735645652744                               28.85569050538306                                 9.357098108412242                                 1.1790234654965421                                0.049814149129501266                              23.668445333301765                                2.002096903396942                                 9.031586717604647                                 10.218216120322197                                0.8838711778313674                                0.22167720534581073                               0.19593409258736763                               7.15841889261598                                  17.376635012938173                                252.96036872082286                                0.025600062895009667                              0.02346392727257806                               0.17364427130516502
4.034142044836009                                 0.7783563897370354                                0.30181802662057616                               0.05146949233051719                               30.16207789380254                                 11.339851846453778                                1.3993084357604686                                0.07530400218125975                               18.582125720121454                                2.5710168490395353                                14.271156995700593                                16.022092716767983                                0.8907174142591908                                0.1801547589879429                                0.16046698109222818                               12.239092525415568                                28.261185242183558                                155.53487804322464                                0.027058627128321622                              0.03137423110151704                               0.13726278253061663
4.84178083209446                                  0.8227094481232831                                0.3552984197903044                                0.11819041520305976                               24.098463702220126                                10.054181100729608                                1.3696686609933229                                0.060642238559482184                              22.58605047453608                                 2.49573691198951                                  9.182151407658498                                 10.308610887535412                                0.8907263556490463                                0.2718030667527335                                0.24210215510289684                               9.329518394739678                                 19.638129282275088                                223.82987385500948                                0.04189042280504849                               0.04005695718246727                               0.1664396980345544
9.105892049723249                                 0.937199902582867                                 0.42684505303029485                               0.08247463131834429                               32.31098231350896                                 12.744948460440286                                1.2495002074676598                                0.048101351965052816                              25.976405161656626                                2.184167434277066                                 9.76533874729421                                  11.128205388986613                                0.8775304198607616                                0.22366530140925794                               0.19627310585394994                               6.813246147802956                                 17.94145153678957                                 244.9968995533427                                 0.021634036936951376                              0.01806624639022644                               0.19058546214730895
10.572421995254391                                0.3287456682722173                                0.34973541955571213                               0.12024862348673948                               22.998310879157117                                8.164833652230815                                 0.7212920201778392                                0.027182233516575963                              26.53542137138911                                 0.9596237530277257                                3.9279047490413292                                4.549323642626064                                 0.8634041140176993                                0.24430932375891692                               0.210937675226331                                 2.5587340706147823                                7.1080577132408465                                618.3967797295602                                 0.02482174340628783                               0.020326779414050946                              0.19434968416780135
10.114971133303639                                0.5705413359814133                                0.39078178566754673                               0.03907554292767673                               37.08941576134665                                 10.754411156955364                                1.4466575816327645                                0.054326959570278                                 26.628723438155067                                2.7241675884820498                                12.660336847901013                                14.440762275576857                                0.876708348652272                                 0.2151733892399313                                0.18864430675445276                               8.065579275447005                                 22.506341551023873                                195.30495394086088                                0.019097758931395033                              0.015575616410962586                              0.1951449403806337
15.412200686211579                                0.5907691953918807                                0.40214488469465465                               0.09798520341998587                               39.874559758616954                                23.09862432834952                                 2.325498944282037                                 0.08112304025273563                               28.666318927853755                                5.555162326847999                                 20.324505500848122                                22.8756008718341                                  0.8884796344682229                                0.2733233694967971                                0.2428422474221374                                13.384295306246463                                36.25989617808056                                 121.22483689451877                                0.02661891335961254                               0.020177572253226483                              0.20996240715925507
