% Model:              LS_cruise.mph
% Version:            COMSOL 6.3.0.420
% Date:               Sep 7 2025, 14:43
% Table:              Design Data (QoI1-2) - 
% AR                     lambda                   aoa_root (deg)           aoa_tip (deg)            comp1.L                  comp1.D
25.709352822709764       0.8780730932988337       8.591824962552405        15.634691372606525       0.9813497134702034       0.27383976514330327
27.3132276747707         0.6249836197997515       24.116777095676692       20.954159971356283       1.3672604006667641       0.5796577662787684
18.968642715650205       0.6496816318142214       18.196761548521003       22.54338449815362        2.2004624827871115       0.7142678144368274
30.246602211766536       0.6715852071113049       22.16896759656931        10.417665090098247       0.9480465099188936       0.3741389217271996
23.158970328018576       0.9119855779535426       27.376994118763903       1.9336491224352563       1.3724054891359847       0.40230666208802657
27.3952952074292         0.8297130833537376       28.637740058560755       13.483977166571156       1.190630999418815        0.5140847728921233
25.814096618998768       0.7968214583412445       29.590409792325843       16.280500458853304       1.3571494498077477       0.632249416246801
29.741011783149908       0.5728010628102096       34.77863436694709        9.544248711417966        1.1331095933418633       0.6138811106771248
27.00782261276125        0.61271474320389         20.226097955092836       19.80334248905061        1.359214956296865        0.4826147301896366
19.924588987561588       0.5501592277430101       17.006699648726517       10.952876648087917       1.8633486315053367       0.45472957658301894
29.939726612408833       0.9829607463947572       28.268132286702773       2.945791793821205        0.764694223698922        0.3057856023209593
26.764892294330366       0.5691187919410525       31.13008406012892        14.165502848442689       1.3817141494715226       0.6786672305023222
28.631499290871638       0.6056436290721353       26.41772916515172        11.105004366171588       1.234579182178582        0.4728524161969082
24.880949244599766       0.7130594255414503       10.780444767169083       18.226417746134487       1.1942311679163966       0.35215375663908954
20.727098787626872       0.8619827936296518       16.884760055084428       10.725876874837333       1.4081743317470867       0.4204871040170859
26.20789825750502        0.7574604559802169       19.921805945917754       12.854295491152037       1.1994054557194795       0.4174672710904659
21.86316013607423        0.8539909629754493       9.158586505497517        11.664801046108996       1.1303450076475445       0.2826508890566686
31.175044405731178       0.7055444986852863       19.520776589465804       9.782067199587738        0.8624656077834241       0.305943875003308
29.223760050283023       0.8154965202799882       25.158272903302233       7.9155085747193175       1.0223152676806673       0.3554570008411306
21.965796726231076       0.752190429971469        26.708501466185226       19.5221894130228         1.6347774747647468       0.8189748931922941
26.728473907162492       0.6976597604669347       7.368288547824412        17.691334516237156       0.971991407297462        0.26505036979723867
19.334713443859165       0.849089132105254        12.710448318944792       15.210820555051274       1.7669730506953605       0.4208005840968152
24.48773986008554        0.7181066488257402       14.251202719557114       4.009865951428985        0.9735177930673001       0.24890730473206574
20.210337659099427       0.5770720563486509       31.94734935696529        5.881998456126994        2.0076104555777574       0.8098137098998177
19.697240134807636       0.6789008408408311       5.700892048289195        21.3301050580743         1.6102604604446524       0.3649409734627434
23.792465414286855       0.8658214953219032       6.051164787598158        -1.4199880426546447      0.2956008566501847       0.13658442721335085
19.083812926314874       0.6817136101889999       6.624435237866771        22.85056257479749        1.7433314003928244       0.4231742554067844
18.80507256889229        0.9041553566760591       24.754190882552816       7.6525142075885695       1.9206260352419833       0.5536809532146109
22.065963274351425       0.8834856553881958       15.081763587282264       14.46826472276497        1.5355951282936258       0.38749593364616713
24.3219613285094         0.9850475063143523       25.68445940320329        9.399190810034115        1.3294704240370028       0.4386795602589609
21.484638881866406       0.7744197407305269       12.895200679614224       8.357405133781553        1.1786603575223273       0.3058744404592073
23.721979136625478       0.6254899247512364       21.59314401144182        11.958955900098182       1.4314286595130026       0.5205360851318849
19.20582611237675        0.5360241774387855       23.186212871017872       21.797377300514363       2.2523038672580866       0.8637315830781236
20.96484544645591        0.7045165285284077       27.027732410310364       2.147228163656467        1.6898126418629096       0.5193571223612086
20.55842934430953        0.6043234361066733       9.981261287862822        11.419831910151157       1.4265489575121837       0.2905274942918658
28.21722041529364        0.7870216924180995       30.394408111450502       -1.9208054959699707      0.9456750538300405       0.3681109232149473
23.0755708396978         0.9069615998283425       24.472747294444023       -1.7151331866359183      1.1375257030537296       0.3313623239816652
22.31196923403142        0.9935934450157342       7.809020768316165        14.697781836957612       1.2271016915952233       0.2862089847389433
25.611561908488          0.9208235247072059       11.960800497070625       15.393269176992096       1.1565854234883013       0.3030164823658535
26.30555333967094        0.5141509503543359       16.531081605456734       0.25397586445191944      1.0699356237370907       0.24946488796224825
25.421267390731856       0.947993632997959        25.962606059784417       5.6168188156101975       1.1743593716402003       0.3772731753811884
27.929845725150066       0.8421289223847035       11.324930326200537       6.952418214451699        0.7144255742522431       0.1958118432820408
21.296638278094782       0.9709151231378034       32.05823210364866        16.158211525669223       1.7475410652302699       0.8004864069324951
28.443177087503038       0.8354830004639681       13.985417200550025       19.030947764724562       0.9764971148386914       0.35483742915632493
23.58146475063557        0.9658553096206477       21.43703997550385        0.7073246782337974       1.0636282179615255       0.29141270633220384
28.793084402431955       0.5254593795453512       11.601386272874134       -0.23307232099822106     0.6447960398703142       0.16945915792264724
25.269006926933866       0.9955841569545157       20.53571583023179        8.510725759817065        1.1830433364462893       0.32186045492117754
28.00625518013382        0.5173803151652608       15.750555328910245       -0.8220349272749652      0.9209647085589502       0.21928242004522114
26.413689952266076       0.814061864870902        8.785396777139518        22.32896222464468        1.1880253297631467       0.3339779192118415
24.02415720682692        0.7328690886329211       29.2068019633446         1.3319052798946511       1.3614868525012525       0.48190243908452823
29.624314207824703       0.667434116712393        33.14784566659953        10.18176740700399        1.1166345382872553       0.554240003232443
27.761790864340234       0.6376375269373504       17.367116528953282       6.117351082756024        1.0115307693382936       0.28617015674121205
29.461938862185374       0.5304382815943987       17.61393625713635        12.341993213805871       1.0512078334617523       0.3456813819594014
19.79351884229492        0.5491895817388839       15.226713190217268       2.4819160202805692       1.522205301779806        0.3065163549872838
26.052803871891726       0.7949149368090516       20.689360418455475       22.004693085062435       1.2991366418571757       0.5488646308686207
24.154163387858556       0.68770903623701         29.92992348528678        1.248056615122377        1.4026530671394517       0.509856313890724
21.701282289015502       0.6442200641398712       28.009450990505652       3.659044071319938        1.6716345346299781       0.5728622701007589
23.32189453445445        0.7393543177270535       34.60670058740223        19.295654064909392       1.6334560538049976       0.926262665036646
26.960424691750205       0.5088966664240864       14.314284140107805       21.58758038720611        1.194054127623843        0.4267569492947797
21.156915836854164       0.5802562257310918       22.885688243531696       7.37263531591781         1.8358879152613603       0.5188731787490423
26.623479080695184       0.8070832228427431       10.511524937058677       0.06306051235545551      0.529859416040975        0.15324754576409463
29.307616361051373       0.8954335895000824       12.480090339294051       5.245058204214757        0.6619013505943775       0.17950458367321415
31.101303542596547       0.9421291511440719       7.5262057413303385       8.918016255855186        0.5613384537282501       0.1613174905106498
23.95693995549651        0.6520584076785512       25.011437885414562       14.93450466283737        1.4729545241104136       0.6449511525145485
29.75109286034869        0.6345969938702745       31.511323673781625       4.721863887606977        1.0631149579180676       0.4736360620728658
29.000313371913816       0.8045150789935087       30.69357877733634        3.8150122403633957       0.9964630749092745       0.403482405844541
28.89445243716874        0.8874624656175956       26.24541251287636        15.89261790903868        1.0103126268109055       0.45994083636652633
23.46631078342683        0.5897346992231975       18.40025523006474        -0.7324881314595825      1.2373683326459886       0.29497389856294604
20.84256362340349        0.8929494200151772       27.57732877092273        8.042712895682996        1.7057454862643266       0.5675040756603559
19.61149566715809        0.7634384452111962       6.3423306394458585       18.878912870225868       1.5875484355860665       0.3527011071140248
30.965593972559937       0.9566924919179708       29.887004068858484       4.379880559096864        0.7662585718819608       0.3189334544524926
22.681434095460293       0.858962654708846        16.091962631853868       12.17795034047373        1.3264510294068816       0.3893194468341211
30.631595874298846       0.977346241447856        21.840531775045406       5.49132170032304         0.7573552743898617       0.24866895634527325
22.599948837935955       0.9370441524584002       28.95721420273545        20.170229572664105       1.59347304174566         0.7696707184242515
30.09516777976038        0.7677608537093803       8.065752135185319        18.408345745738217       0.8016954298102719       0.24919370865053828
30.385831271060262       0.9624649207573237       18.727929469332544       3.2572168851931584       0.668816754857573        0.2097148816651304
20.267180471968448       0.5557092059182664       13.275368177803946       1.6002849271752813       1.2878170438105205       0.26043658409618414
30.59158105110106        0.952064595606539        23.609623039431458       21.141122969545282       0.8914623974107148       0.4322230279620742
24.858983902339368       0.5442231837331147       9.3139747539726          6.2777385145947315       0.8170243066024017       0.20128425098715327
21.62210016161461        0.783607977436853        30.997842164397646       16.781306025125218       1.8225188112938746       0.8374740853869944
20.376624419526532       0.9173366832413756       5.275157406469346        0.8747182124714801       0.44474516326714864      0.147279019756074
25.185790192578803       0.6159200405336992       19.2712331997988         -1.0275912945261363      1.1183037816936217       0.28019056604837034
27.557290247326783       0.5208040726298209       33.39144408110191        20.74346380446662        1.2992022631800069       0.8526065114382638
30.359143719704132       0.7786774510216865       18.93862013165758        18.720565983148415       1.0555883312404406       0.36727324477256923
22.424275075470693       0.7428408471411041       13.447059555324843       17.294272683321605       1.4043289787165827       0.4354638110519399
22.969158589928774       0.8314297807500299       32.58866004498275        13.955287640917437       1.6079511055806486       0.7440941118713796
19.49628094954618        0.7483845955714671       5.423448995163648        16.501209736706695       1.444368253056633        0.30272875549388495
27.65645498645069        0.6911600640174811       23.376711817680334       12.52141739063036        1.171407350492543        0.4653626278546944
21.112475447485366       0.5920497375800837       16.394180059317435       -0.49925537661152997     1.267340127279717        0.28444304638551743
22.20478990412981        0.7235716190524097       11.143745493126714       6.717861214143335        1.01416344570629         0.2498358944551365
20.036818994823435       0.5635641583327912       14.621919226504037       20.488833086056967       1.947036047404052        0.5347887507342689
28.566898784232666       0.8204547071078233       9.772191602223462        9.094067278523342        0.8512653333859486       0.17634324780018182
28.269498554577865       0.8715585885028243       10.12982216116122        13.135518623356829       0.9005319703908159       0.22764932434852347
30.754503862500606       0.5962334613120501       21.05143910740165        13.721233728799483       0.9708850222694793       0.3952299415384894
27.206133380811558       0.6580634526715773       33.51281756743093        3.2443561553109026       1.2198086966056918       0.539007371874855
25.03561505201837        0.7274605726026923       22.592758863217995       17.84569488560984        1.3378157093120318       0.5849876372517464
25.95388470761158        0.9312261003013779       32.66628905623169        4.977838222035696        1.141513690697189        0.47440517880641947
22.86811868084532        0.9267331641426978       7.025522860124472        7.143553821032379        0.8896052465642037       0.1818437529769439
24.531236613394253       0.5019562611160298       34.38664727801668        17.053457170317202       1.6435660118822009       0.9242259211916501
24.626582225309917       0.6600266067606997       33.85074460458419        2.6425949342500523       1.3900927010037942       0.6169302435678055
