% Model:              LS_cruise.mph
% Version:            COMSOL 6.3.0.420
% Date:               Sep 9 2025, 09:57
% Table:              Design Data (QoI1-2) - 
% AR                     lambda                   twist (deg)              aoa_root (deg)           U_cruise (m/s)           comp1.L                  comp1.D
26.1059481592498         0.9773173665757862       -9.179822524898889       15.175159210858437       17.89893181648436        0.7087447641181143       0.1863958089447688
30.48632309554535        0.9019020170413599       -9.05861301925524        17.23848056276531        20.728802033532926       0.8620325717463381       0.24993796349271058
30.622349838625755       0.8850188106851753       -7.263932632282009       12.295956870107458       16.12350376643627        0.37911858732783726      0.11207539849208194
27.589252330946753       0.5873424082608686       -14.492136396842         5.269316654965674        18.102944698151397       -0.008753723313742306    0.09983703827373412
20.657561483756332       0.8219485475302191       -12.62799462148947       17.525809725659435       22.74474413143376        1.9110559302501948       0.4257465270308944
19.15874913108794        0.9180014667286436       -9.70600072225566        5.88839469115257         18.008033598332695       0.16631958516445472      0.13104349174727448
29.714336672123174       0.810468827592575        -13.0730960861752        15.970054862808478       23.413639752817332       1.0158025058912132       0.2659652694806126
19.38058473288761        0.6186010463563324       -6.776378974453896       13.95582788432835        23.504050790318125       2.205746853304925        0.45971584567445145
22.979393301581183       0.865503273260687        -13.400070174531727      4.316118244339318        16.311056112592443       -0.1434738057425981      0.10207200009739105
29.08266479350671        0.9620240797553092       -12.474309914736551      7.6259930734863515       21.482124981726283       0.11910797142209177      0.14775640381006908
22.377193905663773       0.7629692101304538       -7.895018435028702       19.131300734475044       21.203633705724265       1.579309669974775        0.512370789941156
21.278771555199143       0.9213126077929856       -10.628929757648429      19.702434620017097       18.899574309287303       1.411136713422659        0.36319500194777954
28.50866687325853        0.7722442561374205       -6.342830272729078       1.2857506242604841       21.767187586256423       -0.16706225147148526     0.13008218982103084
26.06387136441818        0.807708797239981        -4.220456480785812       6.67333071395968         24.496036004192504       0.6602953171806516       0.20315568296471204
30.64943386902801        0.5588720001479587       -6.23157938806291        3.082891143279051        23.273461674615646       0.08638532815052163      0.1373087546115193
20.838973530083898       0.6097740002220037       -9.410928385607123       5.709320050152665        24.24913305598751        0.47030621548086693      0.21201932355171604
24.17998615470583        0.7768548275845414       -3.2679445555731164      2.964601801740498        20.00587532965611        0.17416767077172932      0.12649912279925662
27.68401768350444        0.6062066172155067       -11.446706240638175      16.541453436105595       23.98421682679331        1.416394610293525        0.3857675047961239
25.835462658423346       0.7041212029178987       -7.39212416862286        6.863097292529282        18.65447350371883        0.35123941180647783      0.11805677497092991
23.087358602913575       0.8638344436842326       -11.041387596750843      12.95009631290303        15.06473705302745        0.5193344949036903       0.12004927941417337
20.15119192188668        0.7377750266197038       -8.047530278093454       9.386989045642245        16.010958834548905       0.5459166038419496       0.1252338995503838
19.753117753429922       0.8491329188009613       -8.127617692774255       7.927404662578985        24.887563788099822       0.9737733526759905       0.25683428927084295
19.852085993408064       0.6120093743097053       -13.011924882430277      13.643731541090286       23.128179738475808       1.6768423765907956       0.33799740170892345
27.867492663527635       0.8995406087484461       -5.324981279363735       10.96981591464532        19.963461462900625       0.7255995546377811       0.17074174043926488
28.932792106549222       0.6970740179869127       -11.839710565809195      18.635891041282253       19.664666180570492       0.8852847905474756       0.2797378110177133
19.34969783453782        0.7507408478839691       -9.588138117170434       0.2847586578806995       21.859929476691416       -0.6817474633018514      0.20438903127083316
28.75052732875089        0.8567609045647171       -11.138479385112838      1.0275192435135907       23.760895792815155       -0.506106611064941       0.18470151177644656
29.810761188900514       0.630549018388455        -4.509052648869018       3.3354906983355326       18.766036298691773       0.11872599009505413      0.09576831482629379
26.399812050578994       0.5261204481635696       -6.491953843851634       6.340806977602127        15.943302192739605       0.26391268244072674      0.08663085272288008
30.11811877127988        0.8237313735899451       -8.577020482150512       9.099289692146744        23.369753656151204       0.5235527613767764       0.17769162650768708
26.826722598150383       0.932373230642854        -14.252853744011373      10.594826021203659       17.43364926463537        0.2851147261839996       0.11120751347141407
22.93307772479857        0.5620390822066916       -12.80420997775034       17.093547290338318       16.610167968639345       0.9682376874474345       0.22528331443279911
30.962658748320298       0.7142773381989138       -8.222212304419603       11.74764180265086        19.367450571785636       0.5273094354188899       0.15416451714820736
22.073950532913262       0.5916188479972325       -4.295057302972885       18.277260820681718       20.665448001698483       1.8161452056701062       0.5173808590215997
20.534082320531684       0.936655519175039        -6.614052181076575       14.864552289255034       16.713471443594813       0.9073544684928507       0.24149771214345844
19.063517969961996       0.7102285739904959       -11.948130655358081      3.5790672995021495       17.37500315459294        -0.1540614769901335      0.12242008946433697
29.326496663153996       0.8930631224312205       -3.6793552304707737      17.902065628977255       22.69531580042705        1.3043598774978404       0.3919836297016115
21.737796601144364       0.6504345867791085       -14.346318584317947      9.894608286140171        18.552548593323905       0.4788383199372306       0.14513505576144312
29.923637642800067       0.6483599277197496       -5.782033337787411       19.2199189610826         17.692633632190326       0.7599789497066048       0.2879669449104623
28.255760848356843       0.8800321803080402       -10.134863145428607      0.9639112201376969       19.10416794783752        -0.30737618558174845     0.12172965548578951
24.427879307681486       0.6699147402573645       -11.290599972851965      7.557922497581835        15.438155120480735       0.21320533895379334      0.08497064347386987
23.54513016056294        0.6284039691188268       -12.126130657569497      19.968869548616645       21.03215448717344        1.7116444974265206       0.430030071507353
23.383116738665635       0.7239832238389391       -9.84339055182312        14.157653007386985       24.95301572508142        1.5625248549729975       0.4001551539811931
21.023009175437956       0.7862290632144411       -11.694714272904417      8.473596954556296        21.66401242703063        0.5461024427622205       0.18436449329835455
27.511589299546372       0.6560443513601736       -14.583516638025422      14.53735977337382        16.20673562986787        0.5320129119022297       0.13038105792935337
29.465367413842046       0.6791264840329976       -3.975730633120841       10.051689368022583       22.051938648686246       0.8596395541788315       0.19991118431648205
24.59982674674304        0.9671735565009765       -6.946005747164033       4.74489268720197         18.261846973231215       0.11686902778539694      0.11158008993220053
30.3811302358438         0.7801738538851333       -12.713919663543109      7.299050436363596        17.734124429527444       0.09625582404991105      0.09571655986856402
24.061481328091347       0.7657518578785296       -8.417720643923623       1.6495854121091391       24.52050966130247        -0.4014516413162549      0.19541324931157666
27.95488853324133        0.8434437204290799       -12.09677678281557       18.055086031324667       15.632620829658514       0.6049383206261002       0.15186975307736914
23.951945686999842       0.7908489217380416       -13.909505071653383      16.66514961266731        18.445159755836286       0.9316857277552734       0.22154269203561647
26.277419653774274       0.81441740171258         -10.379681470556365      12.014258639272292       20.480817068988806       0.7010268060245689       0.18391688332122558
26.769953632812918       0.5226318193093901       -12.304066986894286      13.122330798770703       19.82666530998918        0.7794331594476706       0.20343106170413203
26.560045113139154       0.5514132763456095       -5.924412172375696       13.39314143479008        19.41643229997737        0.9316185393453483       0.24338620664613375
29.66994222184246        0.6244160492225573       -10.256086633853275      10.275355310788097       15.392302529977448       0.3131405937272267       0.08826400645650222
20.24624008473213        0.5803624209781876       -7.721066698034069       2.7818025130745556       19.229312226386988       -0.0032883442074845386   0.13021290794129137
24.34694538985319        0.7481385336201438       -4.061612582531675       12.697441428787217       21.176566704589817       1.1660250203924232       0.29770263321751905
22.694767318127745       0.8025655634139315       -13.969849822781754      1.5000139107895354       23.821407710654892       -0.8416666769367829      0.23802804075856226
22.575277949064308       0.5349821609735455       -12.445718776247896      2.2936982440795513       17.584031281246805       -0.2126331964822101      0.11173322838455625
20.406412566441734       0.8899782499247363       -4.935325630196791       4.471530749644322        15.802199008674233       0.21063735032282171      0.09284454594795441
25.886772669251506       0.7930681841018388       -14.125524102322462      4.809395315229504        20.138794047029798       -0.1717167959744856      0.13624871672661942
21.76638907037509        0.9545573103549747       -8.777167421860039       11.976310205460521       21.324034147301617       1.0489841821793124       0.23615160364954907
19.611727729731665       0.7183816106561881       -10.876630072837921      16.321721508151736       18.31784506830602        1.346463082718561        0.292187026038569
24.984164395198686       0.5734141675223667       -5.753108161563254       2.1331496982826983       22.20182817969961        -0.02339923772110812     0.14386631755301899
30.23681291956817        0.6654621496631913       -13.15746233002768       9.724216677509625        21.54527256205062        0.416403670832912        0.14706482088540454
20.729446006420226       0.8285726536246468       -4.749449006188044       15.245081510456636       24.073654149685265       2.0448444513643036       0.5586171394411485
25.233029686985155       0.6422371370754705       -10.807120037907616      0.5884583024586699       20.923214503032657       -0.4807150944135272      0.15270267950348376
21.44469600073075        0.9076336936468419       -6.114992929591994       1.8595769384552197       22.108482573441066       -0.20470259566313886     0.16398570937368706
23.630241404552333       0.7008175752097985       -4.69765885797047        3.8592799119258556       15.241779283177188       0.13017654070385065      0.0776040554430785
27.16834619242562        0.8729511800260646       -9.960318993134443       6.102662392112083        15.140473024737435       0.07406125123866805      0.076653250986251
21.333104676384067       0.6586278919828623       -3.451069663177563       6.407893554713019        23.662097980530763       0.9669804245299798       0.22464114989988962
28.392641351971903       0.6749854294963734       -10.494493389562344      0.6539077802608679       16.519205095856236       -0.2523727897140024      0.0905594697494802
22.758371117312237       0.7997149705921421       -8.736495005487544       0.1555890162744183       17.990185361107805       -0.40843447250080994     0.12502148784817826
22.242298160074977       0.6001611217301607       -9.32039610870906        11.204791093567161       20.27968604220122        1.0112578131448273       0.212451306063412
24.790365884593136       0.7349558251961641       -14.73284279706733       12.507312006219248       22.86415032413327        0.9098480349063283       0.2251796736076749
29.016256581387633       0.8371514955239796       -5.111558692367472       3.769847074528649        17.212126255817846       0.08981472059906212      0.08896436269406252
26.980564469453547       0.6384989055413754       -8.940400903182798       8.313144706691332        23.072903523674036       0.6374146084398153       0.17700876602292342
28.0332504381801         0.7287541223521729       -7.278138463284815       17.696941894668747       22.373267164439945       1.265356694751307        0.40158313595900147
27.067197085385917       0.8419185816756483       -5.537222835433653       19.492982599659875       17.148703195296815       0.8748331724466859       0.273445264949683
28.135839343612133       0.5393019418897117       -10.581715135046274      18.916992560826937       16.434531670317252       0.7291336183698256       0.23526366874134472
25.55976662413674        0.579332619264934        -5.041314767082193       14.387010637676022       24.142042159057          1.6299990134216427       0.4390172854659374
25.31881220392307        0.9493653090953691       -13.340514682797668      16.91522265665548        21.914703986225792       1.1635606290521165       0.2840941533827128
26.550726110618697       0.9710578063026907       -7.578204176334857       5.080438418858028        22.974195694517842       0.1652186572261523       0.1650791095645462
25.669045740121632       0.9115319241956155       -7.071060733830095       14.78410699367329        24.383361362201274       1.4982267394291178       0.36683898684595867
28.648521208291065       0.687325758669479        -4.627597378655339       11.023184627781834       15.707808049978286       0.44623914581136365      0.11867888836258375
20.04651693890625        0.5679544186821701       -6.823638318662866       15.403659240235513       16.85409821834565        1.1964222819130947       0.27185402610078063
21.048471372501634       0.9416939404153214       -13.749208259896445      11.505232478413525       19.003058195056383       0.5720774466767282       0.16629552441195392
23.71708538139208        0.9450546985964563       -5.238887584072485       18.438577114554505       20.302402851812108       1.4160228929277916       0.4041891488785806
22.20913046875203        0.5951869926092311       -3.8135955153213446      8.895755239882007        18.900550075162386       0.8363956107511009       0.17648240732065276
25.016627669542242       0.8554827345684711       -5.588203052151027       10.662157895931525       15.540397192986719       0.45913344985234794      0.11908807518424257
30.823044427078766       0.5430363653576586       -7.7833537969821265      13.55060740943409        22.40867345670272        0.9890001276931675       0.2560351508741713
23.270299398456757       0.9573195911171706       -11.325670991909128      2.463388631284673        20.863533210135778       -0.41787694036031486     0.16319436946984117
27.353548978810323       0.6821163093354643       -13.685541015203059      4.01779997435588         24.63918958410585        -0.21979505765343754     0.18556997238508022
21.935486965519182       0.7447025641371617       -3.857754789183762       16.152634862006202       16.999556384889882       0.9953294108242009       0.30536880321424686
25.373901631635704       0.8782111969523991       -11.581604606084195      8.754253571954141        24.73602050341556        0.5202343199100947       0.20917384267683078
24.696564513708367       0.6929076752300865       -8.511960197066276       15.608400969279451       17.004698288595378       0.7973221896792705       0.217360717781124
19.54637231929802        0.7556328828531396       -6.4469963150869205      8.190076862875578        20.58069985756123        0.858530436612297        0.19500862462519578
21.595957014873306       0.9250788551046822       -3.5445676281332386      9.479623310762529        19.72342292209844        0.864526236831149        0.2096470434882259
29.249408738905657       0.5299733521704965       -9.53006070233307        5.577758808005154        19.597251290066012       0.19258623905093514      0.10854291779982642
23.856958021534204       0.5564722615787951       -13.564614038969772      7.18917467182238         22.550611939747853       0.3355898355171966       0.16583596517982752
