% Model:              LS_cruise.mph
% Version:            COMSOL 6.3.0.420
% Date:               Sep 3 2025, 09:07
% Table:              Accumulated Probe Table 4 - 
% AR                                              lambda                                            aoa_root (rad)                                    aoa_tip (rad)                                     Max Wall Resolution (1), Max Wall Res             Lift (N), Lift                                    Drag (N), Drag                                    Lift over drag (1), L_D
2.641506790664192                                 0.38530260527401605                               0.15201951296615746                               0.028024453241253907                              9.640299068334844                                 7.785315489896783                                 1.1580092368866803                                6.723016744518968
7.756246835970227                                 0.6003519610075164                                0.1651452204862971                                0.054330836263703886                              9.933683956165646                                 3.1485705363536773                                0.446370943688341                                 7.053708537426732
6.428994768957212                                 0.6983261361297124                                0.12493268731843254                               0.003840646733763555                              10.903930409187772                                2.466988022416255                                 0.40151239649788306                               6.144238743147402
12.490985206346103                                0.5679760249503052                                0.11388219030862454                               0.03206903489073236                               14.1107629935349                                  1.068396290159193                                 0.15944494741118642                               6.700722145832234
11.88819944275505                                 0.8248146372674412                                0.1817773356788853                                0.01630751249928288                               13.947420461304585                                1.0144055290748353                                0.14025709007853593                               7.2324723727465505
10.612281124705289                                0.41710074766485905                               0.19859753102462158                               0.00907718327748197                               9.759871861261256                                 2.4227882414426407                                0.35452916787486616                               6.833819219911923
8.650797556356371                                 0.9410981859276943                                0.12826544207927332                               0.04704220870373264                               9.67046177770091                                  1.7812143599048895                                0.2545300413258935                                6.998051588041308
4.344948085790552                                 0.8762898232469314                                0.19095524025775942                               0.013392998757995333                              12.31340441296719                                 4.990500904176629                                 0.7362581633351566                                6.778194324624246
3.0502245733511777                                0.48696231053372707                               0.23383548634332013                               0.0226009783526515                                9.726464798215627                                 9.796666096855734                                 1.4734264458054003                                6.648900679599724
13.430498689344889                                0.7562152836330718                                0.143384311928466                                 0.08132866690256292                               18.122328009406942                                2.9625226314022624                                0.319046800537667                                 9.285542517303838
7.38354164559809                                  0.30643672890984924                               0.22023221520026354                               0.06174004633049229                               9.699677720957602                                 4.668771884628774                                 0.7097787403378352                                6.577784905767349
10.924240287038673                                0.974775745682906                                 0.20402516610170995                               0.06949015474891541                               14.250495764115437                                1.4691112401124393                                0.17706803397021761                               8.296874411332423
5.537798512985835                                 0.5248600119587511                                0.10525808823774434                               0.09165476648208552                               12.866941312692916                                3.9015037989879526                                0.5451217666852173                                7.157123485844755
9.767759581330333                                 0.6794030682707243                                0.24101603136853003                               0.04161119832881041                               11.976418280872386                                2.6165635819814477                                0.40492832049102745                               6.4617944697188126
9.14050335375806                                  0.6220059341121509                                0.21000480747237593                               0.1045858284070261                                9.897033716788988                                 3.1713059356905564                                0.4646528465976753                                6.825108161742237
1.5609268159820409                                0.729531801373632                                 0.13469512215345614                               0.05115363827597761                               10.375839910061325                                9.199595339828223                                 1.6435880804698197                                5.597263358832899
3.9354192239046784                                0.8467521915443068                                0.22569002916394088                               0.07430900243459214                               12.300268756739198                                7.567218705841442                                 1.1017191585348671                                6.868555064345788
1.6883644039496633                                0.4664411123451069                                0.18023078847501017                               0.08717889348506219                               9.697767961916247                                 13.102869253905622                                2.1216475231255196                                6.175799283852314
13.308990397117164                                0.3537401925182987                                0.1692955753729471                                0.06442478141927616                               11.538070201500684                                1.8090207945228807                                0.24267741496460643                               7.454425846701553
5.985518541945275                                 0.9140756044806642                                0.15797176642608246                               0.09844232475204341                               9.57871615225901                                  4.010134416041116                                 0.5697969599789516                                7.037830486475838
13.999889921929244                                0.9999940727192669                                0.10472093741182527                               0.08427821915145102                               15.413942270195529                                2.3692112666914724                                0.2581998165456349                                9.175882842940487
12.804221917390644                                0.9999822181578011                                0.10472330199615625                               0.07889760750632498                               16.09338966608117                                 2.4762899682528134                                0.27093241946938934                               9.139880613411014
13.517527815881724                                0.9156607224508457                                0.22884269811319036                               0.08174397589473213                               15.674597493762105                                3.736050846731446                                 0.5118961191737565                                7.298455109919072
13.430498689344889                                0.7562152836330718                                0.143384311928466                                 0.08132866690256292                               18.122328009406942                                2.9625226314022637                                0.319046800537667                                 9.285542517303833
