% Model:              LS_cruise.mph
% Version:            COMSOL 6.3.0.420
% Date:               Aug 29 2025, 08:48
% Table:              Accumulated Probe Table 4 - 
% AR                                              lambda                                            aoa_root (rad)                                    aoa_tip (rad)                                     Max Wall Resolution (1), Max Wall Res             Lift (N), Lift                                    Drag (N), Drag                                    Lift over drag (1), L_D
3.0101580250241184                                0.4731165188062995                                0.15201951296615746                               0.028024453241253907                              6.496906844539118                                 1.78418521343319                                  0.2794702577556048                                6.384168489920132
6.157690360597063                                 0.6574445380064426                                0.1651452204862971                                0.054330836263703886                              6.461003465734056                                 1.046809038110041                                 0.16948005065424457                               6.176591487133969
5.340919857819823                                 0.7414224023968963                                0.12493268731843254                               0.003840646733763555                              6.493745132746804                                 0.7624577353413841                                0.15623962694135538                               4.880053481102929
9.071375511597601                                 0.6296937356716902                                0.11388219030862454                               0.03206903489073236                               6.350787282163382                                 0.39808691098518123                               0.09745327649195325                               4.084900224140248
8.7004304263108                                   0.8498411176578068                                0.1817773356788853                                0.01630751249928288                               6.29982972368751                                  0.5527460209412249                                0.11983671963025608                               4.612492920756396
7.915249922895563                                 0.5003720694270221                                0.19859753102462158                               0.00907718327748197                               6.45837658024924                                  0.8924107378883268                                0.1542654604926167                                5.7849030822491745
6.708183111603921                                 0.9495127307951665                                0.12826544207927332                               0.04704220870373264                               6.427524442002351                                 0.6850568548703211                                0.1264696847845147                                5.416767314930492
4.058429591255725                                 0.893962705640227                                 0.19095524025775942                               0.013392998757995333                              6.536861134193319                                 1.3904629107912618                                0.23465211715790243                               5.925635479587808
3.2616766605238015                                0.560253409028909                                 0.23383548634332013                               0.0226009783526515                                6.5643243442109585                                2.330437078678766                                 0.3727670769667138                                6.2517245290062515
9.64953765498147                                  0.7910416716854902                                0.143384311928466                                 0.08132866690256292                               6.387785568953158                                 0.4965579911755961                                0.11419063939649643                               4.348499962868509
5.928333320368055                                 0.40551719620844223                               0.22023221520026354                               0.06174004633049229                               6.534286476721825                                 1.533513218431227                                 0.24794445226308937                               6.184906354767094
8.1072247920238                                   0.978379210585348                                 0.20402516610170995                               0.06949015474891541                               6.293829249748973                                 0.728707869559283                                 0.14957158738466617                               4.871967211828822
4.792491392606667                                 0.592737153107501                                 0.10525808823774434                               0.09165476648208552                               6.448288451753423                                 1.1178374078899296                                0.1750148360061539                                6.387100850413759
7.395544357741744                                 0.7252026299463352                                0.24101603136853003                               0.04161119832881041                               6.461352160151693                                 1.063026306057599                                 0.17658096976708199                               6.020050220925715
7.009540525389576                                 0.6760050863818436                                0.21000480747237593                               0.1045858284070261                                6.460308777238823                                 1.1753991826646601                                0.19864342888130243                               5.917130958140118
2.345185732912025                                 0.7681701154631131                                0.13469512215345614                               0.05115363827597761                               6.5489982895883445                                1.9012849596936796                                0.32066937542863166                               5.929112991074607
3.806411830095187                                 0.8686447356094059                                0.22569002916394088                               0.07430900243459214                               6.504586304874803                                 2.0633835061316157                                0.3219356233576981                                6.4093047069818025
2.4236088639690236                                0.5426638105815202                                0.18023078847501017                               0.08717889348506219                               6.523890992492136                                 2.73780535331549                                  0.4306211201958686                                6.357805562509788
9.574763321302871                                 0.44606302215854177                               0.1692955753729471                                0.06442478141927616                               6.495619445013197                                 0.6782438790252404                                0.1237916650464669                                5.47891393795093
5.068011410427862                                 0.9263505181262837                                0.15797176642608246                               0.09844232475204341                               6.433278535248621                                 1.2818700120631292                                0.20590156839198923                               6.225644719824298
4.0856576741350406                                0.4000152415790276                                0.17193661160402607                               0.10471177464754274                               6.5204478203350025                                1.8719648303144327                                0.2925802765498454                                6.398123798326218
3.311385459533608                                 0.43635116598079565                               0.1047516770081279                                0.08784105659214259                               6.471017338077255                                 1.5129066869952428                                0.24564837249084948                               6.158830492767052
3.6881572930955646                                0.6829903978052126                                0.15904016866290654                               0.10471177464754274                               6.474279777101106                                 1.8589269773569337                                0.2908935260219805                                6.390403398721458
4.496570644718793                                 0.5757201646090535                                0.19943199820456467                               0.051497986571190715                              6.439601733607973                                 1.7166024041288563                                0.2592302674778895                                6.621921200907881
4.470964791952446                                 0.5123456790123457                                0.15742279298052192                               0.07366773811229838                               6.514786683569333                                 1.496725484594623                                 0.23081944313041808                               6.484399512864866
3.556470050297211                                 0.5054869684499315                                0.18749321191748874                               0.050971275411466774                              6.588976533423834                                 2.004636852441546                                 0.29925364223511397                               6.698788484140042
2.9382716049382718                                0.4000152415790276                                0.1886140248903693                                0.043879295856799984                              6.464497661155781                                 2.3441763899069645                                0.3642465816654899                                6.435685351358398
3.728395061728395                                 0.5949245541838135                                0.1853650860196142                                0.05753122349166493                               6.548595197590022                                 1.8955950298516537                                0.2808915675243153                                6.748493899474438
3.936899862825789                                 0.5902606310013717                                0.1947714024882195                                0.08123322567924222                               6.49218709427074                                  2.005113675027866                                 0.29453725585430773                               6.807674191205515
4.13443072702332                                  0.5921810699588478                                0.24434254840270966                               0.09384237162414871                               6.601783006808294                                 2.310560952442929                                 0.3620727668556012                                6.38148229845855
3.777574556724077                                 0.576329827770157                                 0.1995313107464655                                0.07074688531746563                               6.559224209299275                                 2.0580622244936                                   0.30702859709839436                               6.7031613470000275
4.208809632677945                                 0.6312299954275263                                0.1877273057662549                                0.08683551710539689                               6.44959186906773                                  1.8071506820031593                                0.2830987220325446                                6.383464640986304
3.936899862825789                                 0.5902606310013717                                0.1947714024882195                                0.08123322567924222                               6.49218709427074                                  2.005113675027866                                 0.29453725585430773                               6.807674191205515
