% Model:              LS_cruise.mph
% Version:            COMSOL 6.3.0.420
% Date:               Sep 8 2025, 21:55
% Table:              Design Data (QoI1-2) - 
% AR                     lambda                   aoa_root (deg)           aoa_tip (deg)            U_cruise (m/s)           comp1.L                  comp1.D
26.152029332551876       0.9970840941041155       19.53089776113334        16.96894901357305        17.89893181648436        0.9836097979208622       0.32800965645093355
30.714919891193077       0.9151108880884347       19.847096471508074       19.548100703456637       20.728802033532926       1.0044867057035063       0.3962722017728134
30.856614415235164       0.8967595768317123       24.528871394046934       13.369946087634323       16.12350376643627        0.5786768212401416       0.2362191527008785
27.6971378447362         0.5731982698487702       5.67268766041218         4.586645818707091        18.102944698151397       0.47130370719761505      0.11022393627551645
20.476626545579514       0.8282049429676294       10.53566620481008        19.9072621570743         22.74474413143376        2.2480562766710985       0.5554426237537796
18.915363678216607       0.9326102899224387       18.15825898542002        5.360493363940712        18.008033598332695       1.3042511421657175       0.3007330012538049
29.910767366794975       0.8157269865136685       9.374531949108178        17.9625685785106         23.413639752817332       1.2218336687197662       0.3396175572825114
19.14644243009126        0.6071750503873178       25.80075050142462        15.44478485541044        23.504050790318125       3.1066262178253203       1.115497025246537
22.895201355813732       0.8755470361529206       8.521556066438977        3.3951478054241466       16.311056112592443       0.49478795237605905      0.11655968697255008
29.25277582656949        0.9804609562557709       10.936582831122045       7.532491341857938        21.482124981726283       0.7553182883571811       0.2008524324776362
22.267910318399764       0.764096967533102        22.882560604272953       21.914125918093806       21.203633705724265       1.9665105275554366       0.7834857025927837
21.123720369999106       0.9362093562967235       15.750618023525838       22.628043275021373       18.899574309287303       1.4332757377627976       0.5536265450016027
28.654861326310968       0.7741785392798048       26.931747114619796       -0.392811719674395       21.767187586256423       1.1293980891493292       0.3842223090305332
26.108199337935602       0.8127269535217185       32.46837439795006        6.3416633924495995       24.496036004192504       1.8584827273947908       0.7912276708028025
30.884826946904177       0.5422521740738682       27.22196681374893        1.853613929098814        23.273461674615646       1.3992722359088259       0.5153595669212951
20.665597427170727       0.597580435023917        18.928012907111857       5.136650062690832        24.24913305598751        2.568666720996947        0.5732133685718653
24.145818911151906       0.7791900299831971       34.95318811589622        1.7057522521756225       20.00587532965611        1.3448652919010005       0.5814931570297941
27.79585175365046        0.5937028447994639       13.617288067900418       18.676816795131995       23.98421682679331        1.6116694652246035       0.5169954763231986
25.870273602524318       0.7001317423020638       24.194458690549062       6.578871615661603        18.65447350371883        1.135345343374381        0.3571148820528743
23.007665211368305       0.8737330909611224       14.674641051954328       14.187620391128789       15.06473705302745        0.7748396681188581       0.21298959045108207
19.949158251965294       0.7367119854561998       22.4847036223649         9.733736307052805        16.010958834548905       1.2174692817296655       0.3496467480273787
19.534497659822836       0.8577531726097405       22.275779931893247       7.90925582822373         24.887563788099822       2.8805700509597645       0.7562471843483096
19.63758957646673        0.6000101894670709       9.534109002355805        15.054664426362859       23.128179738475808       2.158301188855965        0.4562976515049838
27.986971524507954       0.9125441399439632       29.58700535818156        11.712269893306651       19.963461462900625       1.1124129667061162       0.46291883355521346
29.09665844432211        0.6924717586814269       12.592059393541234       21.294863801602816       19.664666180570492       0.9800811932929512       0.3448584275704059
19.11426857764356        0.7508052694390969       18.46572665085974        -1.6440516776491256      21.859929476691416       1.6390657665759256       0.38043461756676855
28.90679930078218        0.8660444614833881       14.4213581257926         -0.7156009456080117      23.760895792815155       0.7974850089680801       0.23430287872141936
30.011209571771367       0.6201619765091901       31.715514829037343       2.169363372919416        18.766036298691773       0.8931790355084482       0.4000483360664648
26.458137552686452       0.5066526610473582       26.542729102995736       5.926008722002659        15.943302192739605       0.8835980539667831       0.3203812971324537
30.331373720083214       0.8301427973803751       21.103424829172575       9.37411211518343         23.369753656151204       1.2444984616004429       0.40315124450797746
26.90283603973998        0.9482317724378848       6.296903276492075        11.243532526504573       17.43364926463537        0.6326720491923168       0.1376575967832685
22.846955963331844       0.5456946545724909       10.075973971086068       19.3669341129229         16.610167968639345       0.9940699860217004       0.25034525624640275
31.21110286283364        0.711171019781428        22.02901137977495        12.684552253313573       19.367450571785636       0.8263014390447281       0.3505446613692965
21.95203180511798        0.5778465739100354       32.27376355746203        20.84657602585215        20.665448001698483       1.981691977876244        1.0881369996230972
20.348002417220506       0.952886433885912        26.224211701539375       16.580690361568795       16.713471443594813       1.3026643804026758       0.505240529308299
18.816164552043748       0.7067701891201043       12.309224377326746       2.473834124377687        17.37500315459294        0.9513423960364825       0.193722578360184
29.506767357452077       0.9055033939469789       33.87994287703276        20.37758203622157        22.69531580042705        1.2880238140735634       0.7850721077333694
21.60187145952538        0.6417767247599004       6.0530819539531855       10.368260357675215       18.552548593323905       0.8937731075325369       0.18320277684813838
30.128789211250073       0.6395216605649453       28.39469564055458        22.024898701353248       17.692633632190326       0.8212344489210818       0.49881139764251914
28.39141755037171        0.8913393264217828       17.039487446707984       -0.7951109748278788      19.10416794783752        0.6229886444072401       0.17507123000678618
24.40404094550155        0.6629508046275701       14.024521809951395       7.447403121977296        15.438155120480735       0.636886592837165        0.1714957002416034
23.48451058391973        0.6178304012161161       11.844876545470873       22.96108693577081        21.03215448717344        1.5248610435942824       0.5134703849052047
23.315746602776702       0.7217208954771077       17.799850734374473       15.697066259233731       24.95301572508142        2.203592344324269        0.7451484321546492
20.857301224414538       0.7893794165374359       12.970310592423267       8.591996193195369        21.66401242703063        1.4687674555639323       0.36999436310671224
27.61623885369414        0.6478742949567105       5.434304422542383        16.171699716717278       16.20673562986787        0.5400159501409361       0.14343999446519182
29.6514243894188         0.6729635696010843       33.10678965272824        10.564611710028228       22.051938648686246       1.3460813197163068       0.6700764841223842
24.58315286119067        0.986058213588018        25.35824587696339        3.931115859002463        18.261846973231215       0.9738428351004862       0.30218036012942984
30.605343995670623       0.7827976672664493       10.311513921191892       7.1238130454544955       17.734124429527444       0.5022144618721432       0.13175311829046987
24.022376383428487       0.7671215846505757       21.51898962454707        0.06198176513642384      24.52050966130247        1.7386832099109357       0.46457395086818265
